"ListItem-c11n-8-82-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 2","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 3","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-82-3__sc-6gojrl-0","property-card-link href","Image-c11n-8-82-3__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-82-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4583 Pauling Ave, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,476""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4583 Pauling Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.859104,""longitude"":-117.19518},""url"":""https://www.zillow.com/homedetails/4583-Pauling-Ave-San-Diego-CA-92122/16845715_zpid/""}","https://www.zillow.com/homedetails/4583-Pauling-Ave-San-Diego-CA-92122/16845715_zpid/","4583 Pauling Ave, San Diego, CA 92122","SAN DIEGO HOME SALES","$1.61M","- Sold","3","bds","2","ba","1,476","sqft","Sold 05/02/2022","https://www.zillow.com/homedetails/4583-Pauling-Ave-San-Diego-CA-92122/16845715_zpid/","https://photos.zillowstatic.com/fp/1d9be1b5a442f139dfd37f097e221188-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8991 January Pl, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,098""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8991 January Pl"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.869675,""longitude"":-117.20734},""url"":""https://www.zillow.com/homedetails/8991-January-Pl-San-Diego-CA-92122/16836675_zpid/""}","https://www.zillow.com/homedetails/8991-January-Pl-San-Diego-CA-92122/16836675_zpid/","8991 January Pl, San Diego, CA 92122","","$1.60M","- Sold","3","bds","2","ba","2,098","sqft","Sold 02/07/2022","https://www.zillow.com/homedetails/8991-January-Pl-San-Diego-CA-92122/16836675_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.86967468261719,-117.20733642578125&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=ekhz0fnIsJzSE2P9xr0rXmxfIeU=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4707 Robbins St, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,510""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4707 Robbins St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.854534,""longitude"":-117.19282},""url"":""https://www.zillow.com/homedetails/4707-Robbins-St-San-Diego-CA-92122/16845405_zpid/""}","https://www.zillow.com/homedetails/4707-Robbins-St-San-Diego-CA-92122/16845405_zpid/","4707 Robbins St, San Diego, CA 92122","EXP REALTY","$1.60M","- Sold","3","bds","2","ba","1,510","sqft","Sold 05/02/2022","https://www.zillow.com/homedetails/4707-Robbins-St-San-Diego-CA-92122/16845405_zpid/","https://photos.zillowstatic.com/fp/11fb5fe5ee98cf0138ca943a74d738dd-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5577 Dalen Ave, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,453""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5577 Dalen Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.844585,""longitude"":-117.22148},""url"":""https://www.zillow.com/homedetails/5577-Dalen-Ave-San-Diego-CA-92122/17191392_zpid/""}","https://www.zillow.com/homedetails/5577-Dalen-Ave-San-Diego-CA-92122/17191392_zpid/","5577 Dalen Ave, San Diego, CA 92122","BIG BLOCK REALTY, INC.","$1.59M","- Sold","3","bds","2","ba","2,453","sqft","Sold 12/07/2022","https://www.zillow.com/homedetails/5577-Dalen-Ave-San-Diego-CA-92122/17191392_zpid/","https://photos.zillowstatic.com/fp/8aaab0c51ef26e812b4943989c30cf3e-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2708 Lange Ave, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,158""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2708 Lange Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.847588,""longitude"":-117.22746},""url"":""https://www.zillow.com/homedetails/2708-Lange-Ave-San-Diego-CA-92122/17190875_zpid/""}","https://www.zillow.com/homedetails/2708-Lange-Ave-San-Diego-CA-92122/17190875_zpid/","2708 Lange Ave, San Diego, CA 92122","PACIFIC SOTHEBY'S INT'L REALTY","$1.59M","- Sold","3","bds","3","ba","2,158","sqft","Sold 11/08/2021","https://www.zillow.com/homedetails/2708-Lange-Ave-San-Diego-CA-92122/17190875_zpid/","https://photos.zillowstatic.com/fp/00099314981f9bfa02039b49c489f91e-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4176 Caminito Terviso, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,800""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4176 Caminito Terviso"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.858253,""longitude"":-117.22393},""url"":""https://www.zillow.com/homedetails/4176-Caminito-Terviso-San-Diego-CA-92122/16842429_zpid/""}","https://www.zillow.com/homedetails/4176-Caminito-Terviso-San-Diego-CA-92122/16842429_zpid/","4176 Caminito Terviso, San Diego, CA 92122","HOMESMART REALTY WEST","$1.58M","- Sold","3","bds","3","ba","1,800","sqft","Sold 12/09/2022","https://www.zillow.com/homedetails/4176-Caminito-Terviso-San-Diego-CA-92122/16842429_zpid/","https://photos.zillowstatic.com/fp/b5c4333359f8af59106d0c27c18866d1-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3964 Calgary Ave, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,672""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3964 Calgary Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.857998,""longitude"":-117.20453},""url"":""https://www.zillow.com/homedetails/3964-Calgary-Ave-San-Diego-CA-92122/16845175_zpid/""}","https://www.zillow.com/homedetails/3964-Calgary-Ave-San-Diego-CA-92122/16845175_zpid/","3964 Calgary Ave, San Diego, CA 92122","CENTURY 21 AWARD","$1.56M","- Sold","3","bds","2","ba","1,672","sqft","Sold 06/03/2022","https://www.zillow.com/homedetails/3964-Calgary-Ave-San-Diego-CA-92122/16845175_zpid/","https://photos.zillowstatic.com/fp/56e6a90472d8ec684960a273e49d932d-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5406 Renaissance Ave, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,429""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5406 Renaissance Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.868317,""longitude"":-117.2045},""url"":""https://www.zillow.com/homedetails/5406-Renaissance-Ave-San-Diego-CA-92122/16838306_zpid/""}","https://www.zillow.com/homedetails/5406-Renaissance-Ave-San-Diego-CA-92122/16838306_zpid/","5406 Renaissance Ave, San Diego, CA 92122","PACIFIC SOTHEBY'S INT'L REALTY","$1.55M","- Sold","3","bds","3","ba","2,429","sqft","Sold 08/03/2021","https://www.zillow.com/homedetails/5406-Renaissance-Ave-San-Diego-CA-92122/16838306_zpid/","https://photos.zillowstatic.com/fp/249e2bbc802e83cd8fd041d22b4d7bd9-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4136 Raya Way, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,674""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4136 Raya Way"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.85181,""longitude"":-117.202614},""url"":""https://www.zillow.com/homedetails/4136-Raya-Way-San-Diego-CA-92122/52514073_zpid/""}","https://www.zillow.com/homedetails/4136-Raya-Way-San-Diego-CA-92122/52514073_zpid/","4136 Raya Way, San Diego, CA 92122","CENTURY 21 AWARD","$1.55M","- Sold","3","bds","2","ba","1,674","sqft","Sold 03/28/2022","https://www.zillow.com/homedetails/4136-Raya-Way-San-Diego-CA-92122/52514073_zpid/","https://photos.zillowstatic.com/fp/8db6b766bca6a6d93538f671212f5210-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4184 Combe Way, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,672""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4184 Combe Way"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.854984,""longitude"":-117.19973},""url"":""https://www.zillow.com/homedetails/4184-Combe-Way-San-Diego-CA-92122/16844995_zpid/""}","https://www.zillow.com/homedetails/4184-Combe-Way-San-Diego-CA-92122/16844995_zpid/","4184 Combe Way, San Diego, CA 92122","DANIEL S. WINICK, ESQ.","$1.53M","- Sold","3","bds","2","ba","1,672","sqft","Sold 06/03/2022","https://www.zillow.com/homedetails/4184-Combe-Way-San-Diego-CA-92122/16844995_zpid/","https://photos.zillowstatic.com/fp/920349bc138525aec347892b7c2fb48c-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3522 Governor Dr, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,674""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3522 Governor Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.851498,""longitude"":-117.2113},""url"":""https://www.zillow.com/homedetails/3522-Governor-Dr-San-Diego-CA-92122/16844329_zpid/""}","https://www.zillow.com/homedetails/3522-Governor-Dr-San-Diego-CA-92122/16844329_zpid/","3522 Governor Dr, San Diego, CA 92122","WINDERMERE HOMES & ESTATES","$1.52M","- Sold","3","bds","2","ba","1,674","sqft","Sold 03/10/2022","https://www.zillow.com/homedetails/3522-Governor-Dr-San-Diego-CA-92122/16844329_zpid/","https://photos.zillowstatic.com/fp/c8c87b082adf6dda43957a0914b2fc88-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6549 Red Deer St, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,672""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6549 Red Deer St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.857616,""longitude"":-117.201706},""url"":""https://www.zillow.com/homedetails/6549-Red-Deer-St-San-Diego-CA-92122/16845235_zpid/""}","https://www.zillow.com/homedetails/6549-Red-Deer-St-San-Diego-CA-92122/16845235_zpid/","6549 Red Deer St, San Diego, CA 92122","COMPASS","$1.52M","- Sold","3","bds","2","ba","1,672","sqft","Sold 11/01/2022","https://www.zillow.com/homedetails/6549-Red-Deer-St-San-Diego-CA-92122/16845235_zpid/","https://photos.zillowstatic.com/fp/ea8a9d8232110775c57644db3d4bc5f1-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6940 Condon Dr, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,566""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6940 Condon Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.85816,""longitude"":-117.210526},""url"":""https://www.zillow.com/homedetails/6940-Condon-Dr-San-Diego-CA-92122/16844921_zpid/""}","https://www.zillow.com/homedetails/6940-Condon-Dr-San-Diego-CA-92122/16844921_zpid/","6940 Condon Dr, San Diego, CA 92122","ACCREDITED REALTY GROUP","$1.51M","- Sold","3","bds","3","ba","1,566","sqft","Sold 08/01/2022","https://www.zillow.com/homedetails/6940-Condon-Dr-San-Diego-CA-92122/16844921_zpid/","https://photos.zillowstatic.com/fp/6675a19b7b66887a3920d1bc3a515127-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4391 Huggins St, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,496""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4391 Huggins St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.86059,""longitude"":-117.19772},""url"":""https://www.zillow.com/homedetails/4391-Huggins-St-San-Diego-CA-92122/16847205_zpid/""}","https://www.zillow.com/homedetails/4391-Huggins-St-San-Diego-CA-92122/16847205_zpid/","4391 Huggins St, San Diego, CA 92122","CENTURY 21 AWARD","$1.50M","- Sold","3","bds","2","ba","1,496","sqft","Sold 02/28/2022","https://www.zillow.com/homedetails/4391-Huggins-St-San-Diego-CA-92122/16847205_zpid/","https://photos.zillowstatic.com/fp/3a08bfb9128fd19f2ec0cad72f5fd75d-p_e.jpg","Save this home"
