"ListItem-c11n-8-82-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 2","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 3","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-82-3__sc-6gojrl-0","property-card-link href","Image-c11n-8-82-3__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-82-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8889 Caminito Plaza Centro #7128, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""956""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8889 Caminito Plaza Centro #7128"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.869167,""longitude"":-117.22584},""url"":""https://www.zillow.com/homedetails/8889-Caminito-Plaza-Centro-7128-San-Diego-CA-92122/65238544_zpid/""}","https://www.zillow.com/homedetails/8889-Caminito-Plaza-Centro-7128-San-Diego-CA-92122/65238544_zpid/","8889 Caminito Plaza Centro #7128, San Diego, CA 92122","ALAEI REALTY","$820,000","- Sold","2","bds","2","ba","956","sqft","Sold 02/15/2022","https://www.zillow.com/homedetails/8889-Caminito-Plaza-Centro-7128-San-Diego-CA-92122/65238544_zpid/","https://photos.zillowstatic.com/fp/d2ece09371c701400f34d11a9f21fc8e-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8889 Caminito Plaza Centro Unit 7128, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""956""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8889 Caminito Plaza Centro UNIT 7128"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.869167,""longitude"":-117.22584},""url"":""https://www.zillow.com/homedetails/8889-Caminito-Plaza-Centro-UNIT-7128-San-Diego-CA-92122/2086304932_zpid/""}","https://www.zillow.com/homedetails/8889-Caminito-Plaza-Centro-UNIT-7128-San-Diego-CA-92122/2086304932_zpid/","8889 Caminito Plaza Centro UNIT 7128, San Diego, CA 92122","ALAEI REALTY","$820,000","- Sold","2","bds","2","ba","956","sqft","Sold 02/15/2022","https://www.zillow.com/homedetails/8889-Caminito-Plaza-Centro-UNIT-7128-San-Diego-CA-92122/2086304932_zpid/","https://photos.zillowstatic.com/fp/f2dcc1b5b0e25426248f831594fc00f5-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3979 Nobel Dr Unit 318, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,100""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3979 Nobel Dr UNIT 318"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.86746,""longitude"":-117.221214},""url"":""https://www.zillow.com/homedetails/3979-Nobel-Dr-UNIT-318-San-Diego-CA-92122/63658813_zpid/""}","https://www.zillow.com/homedetails/3979-Nobel-Dr-UNIT-318-San-Diego-CA-92122/63658813_zpid/","3979 Nobel Dr UNIT 318, San Diego, CA 92122","CRISTAL CELLAR SERVICES, INC.","$808,000","- Sold","2","bds","3","ba","1,100","sqft","Sold 02/09/2022","https://www.zillow.com/homedetails/3979-Nobel-Dr-UNIT-318-San-Diego-CA-92122/63658813_zpid/","https://photos.zillowstatic.com/fp/055db98b81cf9c1bb1c1ed4ad3d4c94d-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4417 Via Sepulveda #2, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,758""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4417 Via Sepulveda #2"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.864437,""longitude"":-117.21074},""url"":""https://www.zillow.com/homedetails/4417-Via-Sepulveda-2-San-Diego-CA-92122/16837426_zpid/""}","https://www.zillow.com/homedetails/4417-Via-Sepulveda-2-San-Diego-CA-92122/16837426_zpid/","4417 Via Sepulveda #2, San Diego, CA 92122","KELLER WILLIAMS REALTY","$807,000","- Sold","2","bds","3","ba","1,758","sqft","Sold 08/31/2020","https://www.zillow.com/homedetails/4417-Via-Sepulveda-2-San-Diego-CA-92122/16837426_zpid/","https://photos.zillowstatic.com/fp/e56fde9566b8b87b5221263fd2128cce-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7254 Shoreline Dr Unit 138, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""885""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7254 Shoreline Dr UNIT 138"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.865036,""longitude"":-117.20219},""url"":""https://www.zillow.com/homedetails/7254-Shoreline-Dr-UNIT-138-San-Diego-CA-92122/16837765_zpid/""}","https://www.zillow.com/homedetails/7254-Shoreline-Dr-UNIT-138-San-Diego-CA-92122/16837765_zpid/","7254 Shoreline Dr UNIT 138, San Diego, CA 92122","REDFIN CORPORATION","$800,000","- Sold","2","bds","2","ba","885","sqft","Sold 11/21/2022","https://www.zillow.com/homedetails/7254-Shoreline-Dr-UNIT-138-San-Diego-CA-92122/16837765_zpid/","https://photos.zillowstatic.com/fp/589d65961a65ce7beeeaf7b45483557b-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7249 Calabria Ct Unit 59, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,019""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7249 Calabria Ct UNIT 59"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.865993,""longitude"":-117.20325},""url"":""https://www.zillow.com/homedetails/7249-Calabria-Ct-UNIT-59-San-Diego-CA-92122/16838068_zpid/""}","https://www.zillow.com/homedetails/7249-Calabria-Ct-UNIT-59-San-Diego-CA-92122/16838068_zpid/","7249 Calabria Ct UNIT 59, San Diego, CA 92122","COMPASS","$800,000","- Sold","2","bds","2","ba","1,019","sqft","Sold 11/18/2021","https://www.zillow.com/homedetails/7249-Calabria-Ct-UNIT-59-San-Diego-CA-92122/16838068_zpid/","https://photos.zillowstatic.com/fp/ec157cf7cc01185ee7741b2e2617a447-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5808 Ferber St, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,305""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5808 Ferber St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.848976,""longitude"":-117.19561},""url"":""https://www.zillow.com/homedetails/5808-Ferber-St-San-Diego-CA-92122/16843456_zpid/""}","https://www.zillow.com/homedetails/5808-Ferber-St-San-Diego-CA-92122/16843456_zpid/","5808 Ferber St, San Diego, CA 92122","","$800,000","- Sold","2","bds","2","ba","1,305","sqft","Sold 01/03/2023","https://www.zillow.com/homedetails/5808-Ferber-St-San-Diego-CA-92122/16843456_zpid/","https://photos.zillowstatic.com/fp/41484906e83bab619b0acb15c68281cc-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5848 Ferber St, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,296""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5848 Ferber St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.848976,""longitude"":-117.19561},""url"":""https://www.zillow.com/homedetails/5848-Ferber-St-San-Diego-CA-92122/16843464_zpid/""}","https://www.zillow.com/homedetails/5848-Ferber-St-San-Diego-CA-92122/16843464_zpid/","5848 Ferber St, San Diego, CA 92122","CENTURY 21 AWARD","$800,000","- Sold","2","bds","2","ba","1,296","sqft","Sold 01/03/2023","https://www.zillow.com/homedetails/5848-Ferber-St-San-Diego-CA-92122/16843464_zpid/","https://photos.zillowstatic.com/fp/5b34d5364358210179adc3e14e2583de-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6184 Caminito Baeza, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,366""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6184 Caminito Baeza"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.8496,""longitude"":-117.20472},""url"":""https://www.zillow.com/homedetails/6184-Caminito-Baeza-San-Diego-CA-92122/16847408_zpid/""}","https://www.zillow.com/homedetails/6184-Caminito-Baeza-San-Diego-CA-92122/16847408_zpid/","6184 Caminito Baeza, San Diego, CA 92122","BERKSHIRE HATHAWAY HOMESERVICE","$800,000","- Sold","2","bds","2","ba","1,366","sqft","Sold 01/27/2022","https://www.zillow.com/homedetails/6184-Caminito-Baeza-San-Diego-CA-92122/16847408_zpid/","https://photos.zillowstatic.com/fp/904fdee74c3187603c24d1b8adb7efb8-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3440 Lebon Dr Apt 4111, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,001""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3440 Lebon Dr APT 4111"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.867935,""longitude"":-117.22541},""url"":""https://www.zillow.com/homedetails/3440-Lebon-Dr-APT-4111-San-Diego-CA-92122/65238257_zpid/""}","https://www.zillow.com/homedetails/3440-Lebon-Dr-APT-4111-San-Diego-CA-92122/65238257_zpid/","3440 Lebon Dr APT 4111, San Diego, CA 92122","AFFINIC REALTY INC.","$800,000","- Sold","2","bds","2","ba","1,001","sqft","Sold 01/23/2023","https://www.zillow.com/homedetails/3440-Lebon-Dr-APT-4111-San-Diego-CA-92122/65238257_zpid/","https://photos.zillowstatic.com/fp/f25ed34276bde0855804695e89dadac8-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3935 Nobel Dr Unit 110, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,080""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3935 Nobel Dr UNIT 110"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.867954,""longitude"":-117.22151},""url"":""https://www.zillow.com/homedetails/3935-Nobel-Dr-UNIT-110-San-Diego-CA-92122/63658542_zpid/""}","https://www.zillow.com/homedetails/3935-Nobel-Dr-UNIT-110-San-Diego-CA-92122/63658542_zpid/","3935 Nobel Dr UNIT 110, San Diego, CA 92122","KELLER WILLIAMS LA JOLLA","$795,000","- Sold","2","bds","2","ba","1,080","sqft","Sold 10/04/2022","https://www.zillow.com/homedetails/3935-Nobel-Dr-UNIT-110-San-Diego-CA-92122/63658542_zpid/","https://photos.zillowstatic.com/fp/818bc385554552812551df99bbd042a8-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4385 Nobel Dr Unit 92, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,881""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4385 Nobel Dr UNIT 92"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.86603,""longitude"":-117.21182},""url"":""https://www.zillow.com/homedetails/4385-Nobel-Dr-UNIT-92-San-Diego-CA-92122/16837555_zpid/""}","https://www.zillow.com/homedetails/4385-Nobel-Dr-UNIT-92-San-Diego-CA-92122/16837555_zpid/","4385 Nobel Dr UNIT 92, San Diego, CA 92122","KELLER WILLIAMS LA JOLLA","$790,000","- Sold","2","bds","3","ba","1,881","sqft","Sold 05/08/2020","https://www.zillow.com/homedetails/4385-Nobel-Dr-UNIT-92-San-Diego-CA-92122/16837555_zpid/","https://photos.zillowstatic.com/fp/eb890f4d5a6601a64c62f6b55e7aa16e-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4040 Porte De Palmas Unit 30, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,428""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4040 Porte De Palmas UNIT 30"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.860867,""longitude"":-117.22695},""url"":""https://www.zillow.com/homedetails/4040-Porte-De-Palmas-UNIT-30-San-Diego-CA-92122/16842903_zpid/""}","https://www.zillow.com/homedetails/4040-Porte-De-Palmas-UNIT-30-San-Diego-CA-92122/16842903_zpid/","4040 Porte De Palmas UNIT 30, San Diego, CA 92122","KELLER WILLIAMS REALTY","$788,000","- Sold","2","bds","3","ba","1,428","sqft","Sold 09/09/2021","https://www.zillow.com/homedetails/4040-Porte-De-Palmas-UNIT-30-San-Diego-CA-92122/16842903_zpid/","https://photos.zillowstatic.com/fp/a07e2f6ab3a0048da27463f6dce1d217-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7405 Charmant Dr #2008, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""934""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7405 Charmant Dr #2008"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.864555,""longitude"":-117.22812},""url"":""https://www.zillow.com/homedetails/7405-Charmant-Dr-2008-San-Diego-CA-92122/65238728_zpid/""}","https://www.zillow.com/homedetails/7405-Charmant-Dr-2008-San-Diego-CA-92122/65238728_zpid/","7405 Charmant Dr #2008, San Diego, CA 92122","EXP REALTY","$783,000","- Sold","2","bds","2","ba","934","sqft","Sold 09/23/2022","https://www.zillow.com/homedetails/7405-Charmant-Dr-2008-San-Diego-CA-92122/65238728_zpid/","https://photos.zillowstatic.com/fp/93254a03fb3b24ddd9ccdc9861b8023f-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6188 Caminito Baeza, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,366""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6188 Caminito Baeza"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.8496,""longitude"":-117.20472},""url"":""https://www.zillow.com/homedetails/6188-Caminito-Baeza-San-Diego-CA-92122/16847410_zpid/""}","https://www.zillow.com/homedetails/6188-Caminito-Baeza-San-Diego-CA-92122/16847410_zpid/","6188 Caminito Baeza, San Diego, CA 92122","COLDWELL BANKER REALTY","$780,000","- Sold","2","bds","2","ba","1,366","sqft","Sold 08/27/2021","https://www.zillow.com/homedetails/6188-Caminito-Baeza-San-Diego-CA-92122/16847410_zpid/","https://photos.zillowstatic.com/fp/5b68d96bd8b664bdaaea11ed47f432ec-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3997 Camino Lindo, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""893""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3997 Camino Lindo"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.85885,""longitude"":-117.21964},""url"":""https://www.zillow.com/homedetails/3997-Camino-Lindo-San-Diego-CA-92122/16846981_zpid/""}","https://www.zillow.com/homedetails/3997-Camino-Lindo-San-Diego-CA-92122/16846981_zpid/","3997 Camino Lindo, San Diego, CA 92122","ALLISON JAMES ESTATES & HOMES","$779,000","- Sold","2","bds","2","ba","893","sqft","Sold 09/19/2022","https://www.zillow.com/homedetails/3997-Camino-Lindo-San-Diego-CA-92122/16846981_zpid/","https://photos.zillowstatic.com/fp/fb6acb5e19dd24a5fe631897ff24faad-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4080 Porte De Palmas Unit 9, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,428""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4080 Porte De Palmas UNIT 9"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.861366,""longitude"":-117.22652},""url"":""https://www.zillow.com/homedetails/4080-Porte-De-Palmas-UNIT-9-San-Diego-CA-92122/16842925_zpid/""}","https://www.zillow.com/homedetails/4080-Porte-De-Palmas-UNIT-9-San-Diego-CA-92122/16842925_zpid/","4080 Porte De Palmas UNIT 9, San Diego, CA 92122","EXP REALTY","$777,000","- Sold","2","bds","3","ba","1,428","sqft","Sold 11/24/2020","https://www.zillow.com/homedetails/4080-Porte-De-Palmas-UNIT-9-San-Diego-CA-92122/16842925_zpid/","https://photos.zillowstatic.com/fp/9c34ff7e4cb715ad76bc61bf28b5db36-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4025 Porte La Paz Unit 124, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,086""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4025 Porte La Paz UNIT 124"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.856308,""longitude"":-117.22981},""url"":""https://www.zillow.com/homedetails/4025-Porte-La-Paz-UNIT-124-San-Diego-CA-92122/16842682_zpid/""}","https://www.zillow.com/homedetails/4025-Porte-La-Paz-UNIT-124-San-Diego-CA-92122/16842682_zpid/","4025 Porte La Paz UNIT 124, San Diego, CA 92122","CENTURY 21 AWARD","$776,000","- Sold","2","bds","2","ba","1,086","sqft","Sold 07/06/2022","https://www.zillow.com/homedetails/4025-Porte-La-Paz-UNIT-124-San-Diego-CA-92122/16842682_zpid/","https://photos.zillowstatic.com/fp/eca2e0d72c17103127da5a320a74e818-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8308 Regents Rd Unit 1a, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,054""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8308 Regents Rd UNIT 1A"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.86621,""longitude"":-117.22086},""url"":""https://www.zillow.com/homedetails/8308-Regents-Rd-UNIT-1A-San-Diego-CA-92122/16836502_zpid/""}","https://www.zillow.com/homedetails/8308-Regents-Rd-UNIT-1A-San-Diego-CA-92122/16836502_zpid/","8308 Regents Rd UNIT 1A, San Diego, CA 92122","DANA HORNE REALTY","$775,000","- Sold","2","bds","2","ba","1,054","sqft","Sold 06/21/2022","https://www.zillow.com/homedetails/8308-Regents-Rd-UNIT-1A-San-Diego-CA-92122/16836502_zpid/","https://photos.zillowstatic.com/fp/2c32262c305e3fb2de39ccecba10533a-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7525 Charmant Dr Unit 113, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,037""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7525 Charmant Dr UNIT 113"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.86447,""longitude"":-117.226265},""url"":""https://www.zillow.com/homedetails/7525-Charmant-Dr-UNIT-113-San-Diego-CA-92122/67403005_zpid/""}","https://www.zillow.com/homedetails/7525-Charmant-Dr-UNIT-113-San-Diego-CA-92122/67403005_zpid/","7525 Charmant Dr UNIT 113, San Diego, CA 92122","CROWN REGENCY REAL ESTATE CONSULTING INC.","$775,000","- Sold","2","bds","2","ba","1,037","sqft","Sold 04/21/2022","https://www.zillow.com/homedetails/7525-Charmant-Dr-UNIT-113-San-Diego-CA-92122/67403005_zpid/","https://photos.zillowstatic.com/fp/aae70aa61fa7905dbbf9d1403f3d91ee-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7405 Charmant Dr Unit 2218, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,037""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7405 Charmant Dr UNIT 2218"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.864555,""longitude"":-117.22812},""url"":""https://www.zillow.com/homedetails/7405-Charmant-Dr-UNIT-2218-San-Diego-CA-92122/65238798_zpid/""}","https://www.zillow.com/homedetails/7405-Charmant-Dr-UNIT-2218-San-Diego-CA-92122/65238798_zpid/","7405 Charmant Dr UNIT 2218, San Diego, CA 92122","COLDWELL BANKER WEST","$770,000","- Sold","2","bds","2","ba","1,037","sqft","Sold 09/07/2022","https://www.zillow.com/homedetails/7405-Charmant-Dr-UNIT-2218-San-Diego-CA-92122/65238798_zpid/","https://photos.zillowstatic.com/fp/4aa8afdf2135dc98e598de83e5b0474d-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7505 Charmant Dr #1606, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,037""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7505 Charmant Dr #1606"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.86447,""longitude"":-117.226265},""url"":""https://www.zillow.com/homedetails/7505-Charmant-Dr-1606-San-Diego-CA-92122/67403220_zpid/""}","https://www.zillow.com/homedetails/7505-Charmant-Dr-1606-San-Diego-CA-92122/67403220_zpid/","7505 Charmant Dr #1606, San Diego, CA 92122","ALLISON JAMES ESTATES & HOMES","$768,000","- Sold","2","bds","2","ba","1,037","sqft","Sold 06/27/2022","https://www.zillow.com/homedetails/7505-Charmant-Dr-1606-San-Diego-CA-92122/67403220_zpid/","https://photos.zillowstatic.com/fp/c3005f8c705ad3ace5a6bab4546a1ce9-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4083 Porte De Palmas Unit 108, San Diego, CA 92122"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,208""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4083 Porte De Palmas UNIT 108"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92122""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.86004,""longitude"":-117.22568},""url"":""https://www.zillow.com/homedetails/4083-Porte-De-Palmas-UNIT-108-San-Diego-CA-92122/16842838_zpid/""}","https://www.zillow.com/homedetails/4083-Porte-De-Palmas-UNIT-108-San-Diego-CA-92122/16842838_zpid/","4083 Porte De Palmas UNIT 108, San Diego, CA 92122","SURTERRE PROPERTIES INC","$761,000","- Sold","2","bds","2","ba","1,208","sqft","Sold 01/21/2021","https://www.zillow.com/homedetails/4083-Porte-De-Palmas-UNIT-108-San-Diego-CA-92122/16842838_zpid/","https://photos.zillowstatic.com/fp/2a686b797f98b1b45edde089eed46102-p_e.jpg","Save this home"
