"ListItem-c11n-8-82-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 2","price","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-82-3__sc-6gojrl-0","property-card-link href","Image-c11n-8-82-3__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-82-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4974 Juneberry Ct, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,600""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4974 Juneberry Ct"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.827274,""longitude"":-117.13583},""url"":""https://www.zillow.com/homedetails/4974-Juneberry-Ct-San-Diego-CA-92123/63775389_zpid/""}","https://www.zillow.com/homedetails/4974-Juneberry-Ct-San-Diego-CA-92123/63775389_zpid/","4974 Juneberry Ct, San Diego, CA 92123","THE ALCHEMY COMPANY","$791,000","- Sold","2","bds","3","ba","1,600","sqft","Sold 11/15/2022","https://www.zillow.com/homedetails/4974-Juneberry-Ct-San-Diego-CA-92123/63775389_zpid/","https://photos.zillowstatic.com/fp/f70bd4c4a383d50014131f9c55c0683d-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9619 W Canyon Ter Unit 2, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,169""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9619 W Canyon Ter UNIT 2"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.802803,""longitude"":-117.11859},""url"":""https://www.zillow.com/homedetails/9619-W-Canyon-Ter-UNIT-2-San-Diego-CA-92123/16933464_zpid/""}","https://www.zillow.com/homedetails/9619-W-Canyon-Ter-UNIT-2-San-Diego-CA-92123/16933464_zpid/","9619 W Canyon Ter UNIT 2, San Diego, CA 92123","","$785,000","- Sold","2","bds","2","ba","1,169","sqft","Sold 04/28/2022","https://www.zillow.com/homedetails/9619-W-Canyon-Ter-UNIT-2-San-Diego-CA-92123/16933464_zpid/","https://photos.zillowstatic.com/fp/80db40ed5e5fb4460ab7fdaaa646460a-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9619 W Canyon Ter W Unit 2, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,169""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9619 W Canyon Ter W UNIT 2"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/9619-W-Canyon-Ter-W-UNIT-2-San-Diego-CA-92123/2067248261_zpid/""}","https://www.zillow.com/homedetails/9619-W-Canyon-Ter-W-UNIT-2-San-Diego-CA-92123/2067248261_zpid/","9619 W Canyon Ter W UNIT 2, San Diego, CA 92123","CAIRN REALTY GROUP, INC.","$785,000","- Sold","2","bds","2","ba","1,169","sqft","Sold 04/28/2022","https://www.zillow.com/homedetails/9619-W-Canyon-Ter-W-UNIT-2-San-Diego-CA-92123/2067248261_zpid/","https://photos.zillowstatic.com/fp/29e2684544801e77bf22ae1df41d0829-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8791 Promenade North Pl, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,320""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8791 Promenade North Pl"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.828476,""longitude"":-117.137054},""url"":""https://www.zillow.com/homedetails/8791-Promenade-North-Pl-San-Diego-CA-92123/81963557_zpid/""}","https://www.zillow.com/homedetails/8791-Promenade-North-Pl-San-Diego-CA-92123/81963557_zpid/","8791 Promenade North Pl, San Diego, CA 92123","EXP REALTY","$780,000","- Sold","2","bds","2","ba","1,320","sqft","Sold 06/13/2022","https://www.zillow.com/homedetails/8791-Promenade-North-Pl-San-Diego-CA-92123/81963557_zpid/","https://photos.zillowstatic.com/fp/d19375183864644e83a338eee819ad32-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8950 Butternut Ln, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,339""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8950 Butternut Ln"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.82893,""longitude"":-117.13532},""url"":""https://www.zillow.com/homedetails/8950-Butternut-Ln-San-Diego-CA-92123/123844389_zpid/""}","https://www.zillow.com/homedetails/8950-Butternut-Ln-San-Diego-CA-92123/123844389_zpid/","8950 Butternut Ln, San Diego, CA 92123","PACIFIC SOTHEBY'S INT'L REALTY","$780,000","- Sold","2","bds","3","ba","1,339","sqft","Sold 05/31/2022","https://www.zillow.com/homedetails/8950-Butternut-Ln-San-Diego-CA-92123/123844389_zpid/","https://photos.zillowstatic.com/fp/ea45671b74be79a3ed61ad4bf4e7dcfe-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9607 W Canyon Ter Unit 1, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,100""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9607 W Canyon Ter UNIT 1"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.802803,""longitude"":-117.11859},""url"":""https://www.zillow.com/homedetails/9607-W-Canyon-Ter-UNIT-1-San-Diego-CA-92123/16933461_zpid/""}","https://www.zillow.com/homedetails/9607-W-Canyon-Ter-UNIT-1-San-Diego-CA-92123/16933461_zpid/","9607 W Canyon Ter UNIT 1, San Diego, CA 92123","","$760,000","- Sold","2","bds","2","ba","1,100","sqft","Sold 05/05/2022","https://www.zillow.com/homedetails/9607-W-Canyon-Ter-UNIT-1-San-Diego-CA-92123/16933461_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.80280303955078,-117.11859130859375&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=mgjBqPqMWI4jmrJT3-Bj-_gN9Zc=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9607 W Canyon Ter W #1, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,100""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9607 W Canyon Ter W #1"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/9607-W-Canyon-Ter-W-1-San-Diego-CA-92123/2064932661_zpid/""}","https://www.zillow.com/homedetails/9607-W-Canyon-Ter-W-1-San-Diego-CA-92123/2064932661_zpid/","9607 W Canyon Ter W #1, San Diego, CA 92123","ONE PERCENT LISTING GROUP, INC","$760,000","- Sold","2","bds","2","ba","1,100","sqft","Sold 05/05/2022","https://www.zillow.com/homedetails/9607-W-Canyon-Ter-W-1-San-Diego-CA-92123/2064932661_zpid/","https://photos.zillowstatic.com/fp/b43e077cf1eed2237f37295bf2f93901-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9683 Stonecrest Blvd, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,411""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9683 Stonecrest Blvd"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.80169,""longitude"":-117.1172},""url"":""https://www.zillow.com/homedetails/9683-Stonecrest-Blvd-San-Diego-CA-92123/16933348_zpid/""}","https://www.zillow.com/homedetails/9683-Stonecrest-Blvd-San-Diego-CA-92123/16933348_zpid/","9683 Stonecrest Blvd, San Diego, CA 92123","EXP REALTY OF CALIFORNIA, INC.","$755,000","- Sold","2","bds","3","ba","1,411","sqft","Sold 08/09/2021","https://www.zillow.com/homedetails/9683-Stonecrest-Blvd-San-Diego-CA-92123/16933348_zpid/","https://photos.zillowstatic.com/fp/f5668e3778dc49797a87f420f8c88af1-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4890 Juneberry Ct, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,695""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4890 Juneberry Ct"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.827274,""longitude"":-117.13583},""url"":""https://www.zillow.com/homedetails/4890-Juneberry-Ct-San-Diego-CA-92123/63477703_zpid/""}","https://www.zillow.com/homedetails/4890-Juneberry-Ct-San-Diego-CA-92123/63477703_zpid/","4890 Juneberry Ct, San Diego, CA 92123","SILL REALTY GROUP","$750,000","- Sold","2","bds","3","ba","1,695","sqft","Sold 12/01/2021","https://www.zillow.com/homedetails/4890-Juneberry-Ct-San-Diego-CA-92123/63477703_zpid/","https://photos.zillowstatic.com/fp/d583f70a20c761b1dea94e366174f455-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4970 Juneberry Ct, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,695""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4970 Juneberry Ct"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.827274,""longitude"":-117.13583},""url"":""https://www.zillow.com/homedetails/4970-Juneberry-Ct-San-Diego-CA-92123/63775388_zpid/""}","https://www.zillow.com/homedetails/4970-Juneberry-Ct-San-Diego-CA-92123/63775388_zpid/","4970 Juneberry Ct, San Diego, CA 92123","ACTIVE REALTY","$750,000","- Sold","2","bds","3","ba","1,695","sqft","Sold 10/08/2021","https://www.zillow.com/homedetails/4970-Juneberry-Ct-San-Diego-CA-92123/63775388_zpid/","https://photos.zillowstatic.com/fp/6656b4c1ced5c0849bb3e0f2924b93a1-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8818 Spectrum Center Blvd, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,232""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8818 Spectrum Center Blvd"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.826736,""longitude"":-117.13703},""url"":""https://www.zillow.com/homedetails/8818-Spectrum-Center-Blvd-San-Diego-CA-92123/63775284_zpid/""}","https://www.zillow.com/homedetails/8818-Spectrum-Center-Blvd-San-Diego-CA-92123/63775284_zpid/","8818 Spectrum Center Blvd, San Diego, CA 92123","REALTY ONE GROUP PACIFIC","$745,000","- Sold","2","bds","2","ba","1,232","sqft","Sold 02/22/2022","https://www.zillow.com/homedetails/8818-Spectrum-Center-Blvd-San-Diego-CA-92123/63775284_zpid/","https://photos.zillowstatic.com/fp/e6fa8f52d07a92b3d360d6fdd88aef10-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9753 W Canyon Ter Unit 3, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,261""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9753 W Canyon Ter UNIT 3"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.803295,""longitude"":-117.11791},""url"":""https://www.zillow.com/homedetails/9753-W-Canyon-Ter-UNIT-3-San-Diego-CA-92123/51080248_zpid/""}","https://www.zillow.com/homedetails/9753-W-Canyon-Ter-UNIT-3-San-Diego-CA-92123/51080248_zpid/","9753 W Canyon Ter UNIT 3, San Diego, CA 92123","ACTIVE REALTY","$739,900","- Sold","2","bds","3","ba","1,261","sqft","Sold 01/25/2022","https://www.zillow.com/homedetails/9753-W-Canyon-Ter-UNIT-3-San-Diego-CA-92123/51080248_zpid/","https://photos.zillowstatic.com/fp/40e869d1c07f368cc804473d33b310b7-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4986 Haight Trl, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,232""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4986 Haight Trl"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.827564,""longitude"":-117.137314},""url"":""https://www.zillow.com/homedetails/4986-Haight-Trl-San-Diego-CA-92123/63775340_zpid/""}","https://www.zillow.com/homedetails/4986-Haight-Trl-San-Diego-CA-92123/63775340_zpid/","4986 Haight Trl, San Diego, CA 92123","HOMESMART REALTY WEST","$731,000","- Sold","2","bds","2","ba","1,232","sqft","Sold 05/31/2022","https://www.zillow.com/homedetails/4986-Haight-Trl-San-Diego-CA-92123/63775340_zpid/","https://photos.zillowstatic.com/fp/177a3739c87f9e4fbf52e8c57d56358c-p_e.jpg","Save this home"
