"ListItem-c11n-8-85-1__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0 2","price","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0 4","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-85-1__sc-6gojrl-0","property-card-link href","Image-c11n-8-85-1__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-85-1__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7057 Eider Ct, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,272""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7057 Eider Ct"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.105045,""longitude"":-117.29061},""url"":""https://www.zillow.com/homedetails/7057-Eider-Ct-Carlsbad-CA-92011/16659060_zpid/""}","https://www.zillow.com/homedetails/7057-Eider-Ct-Carlsbad-CA-92011/16659060_zpid/","7057 Eider Ct, Carlsbad, CA 92011","LINCOLN REALTY GROUP","$1.30M","- Sold","2","bds","3","ba","2,272","sqft","Sold 11/08/2021","https://www.zillow.com/homedetails/7057-Eider-Ct-Carlsbad-CA-92011/16659060_zpid/","https://photos.zillowstatic.com/fp/0b8beaee847ce8718189b7efa9a0655d-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7213 Linden Ter, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,265""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7213 Linden Ter"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.0991,""longitude"":-117.30672},""url"":""https://www.zillow.com/homedetails/7213-Linden-Ter-Carlsbad-CA-92011/16653453_zpid/""}","https://www.zillow.com/homedetails/7213-Linden-Ter-Carlsbad-CA-92011/16653453_zpid/","7213 Linden Ter, Carlsbad, CA 92011","COLDWELL BANKER REALTY","$1.29M","- Sold","2","bds","2","ba","1,265","sqft","Sold 11/28/2022","https://www.zillow.com/homedetails/7213-Linden-Ter-Carlsbad-CA-92011/16653453_zpid/","https://photos.zillowstatic.com/fp/8d0a3e3b66c27997fc25f7327c604c88-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7026 Lantana Ter, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,288""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7026 Lantana Ter"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.107975,""longitude"":-117.29692},""url"":""https://www.zillow.com/homedetails/7026-Lantana-Ter-Carlsbad-CA-92011/52506820_zpid/""}","https://www.zillow.com/homedetails/7026-Lantana-Ter-Carlsbad-CA-92011/52506820_zpid/","7026 Lantana Ter, Carlsbad, CA 92011","","$1.26M","- Sold","2","bds","2","ba","1,288","sqft","Sold 10/14/2022","https://www.zillow.com/homedetails/7026-Lantana-Ter-Carlsbad-CA-92011/52506820_zpid/","https://photos.zillowstatic.com/fp/e237a16fedd847d972069af49c05c8a1-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""821 Daphne Ct, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,445""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""821 Daphne Ct"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.10015,""longitude"":-117.30674},""url"":""https://www.zillow.com/homedetails/821-Daphne-Ct-Carlsbad-CA-92011/16653415_zpid/""}","https://www.zillow.com/homedetails/821-Daphne-Ct-Carlsbad-CA-92011/16653415_zpid/","821 Daphne Ct, Carlsbad, CA 92011","COLDWELL BANKER REALTY","$1.25M","- Sold","2","bds","2","ba","1,445","sqft","Sold 12/22/2022","https://www.zillow.com/homedetails/821-Daphne-Ct-Carlsbad-CA-92011/16653415_zpid/","https://photos.zillowstatic.com/fp/0514294996da210423d1762e3c1ca121-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""614 Compass Ct, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,691""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""614 Compass Ct"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.092537,""longitude"":-117.307526},""url"":""https://www.zillow.com/homedetails/614-Compass-Ct-Carlsbad-CA-92011/16661608_zpid/""}","https://www.zillow.com/homedetails/614-Compass-Ct-Carlsbad-CA-92011/16661608_zpid/","614 Compass Ct, Carlsbad, CA 92011","COMPASS","$1.25M","- Sold","2","bds","3","ba","1,691","sqft","Sold 10/21/2022","https://www.zillow.com/homedetails/614-Compass-Ct-Carlsbad-CA-92011/16661608_zpid/","https://photos.zillowstatic.com/fp/a9cdc59e1dbcbe569819d579ce6ee7de-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7379 Portage Way, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,691""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7379 Portage Way"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.09469,""longitude"":-117.310684},""url"":""https://www.zillow.com/homedetails/7379-Portage-Way-Carlsbad-CA-92011/16662150_zpid/""}","https://www.zillow.com/homedetails/7379-Portage-Way-Carlsbad-CA-92011/16662150_zpid/","7379 Portage Way, Carlsbad, CA 92011","","$1.25M","- Sold","2","bds","3","ba","1,691","sqft","Sold 05/20/2022","https://www.zillow.com/homedetails/7379-Portage-Way-Carlsbad-CA-92011/16662150_zpid/","https://photos.zillowstatic.com/fp/ad140443e6601885fe3e5e182bb45565-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6849 Shearwaters Dr, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,246""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6849 Shearwaters Dr"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.108624,""longitude"":-117.310936},""url"":""https://www.zillow.com/homedetails/6849-Shearwaters-Dr-Carlsbad-CA-92011/16653718_zpid/""}","https://www.zillow.com/homedetails/6849-Shearwaters-Dr-Carlsbad-CA-92011/16653718_zpid/","6849 Shearwaters Dr, Carlsbad, CA 92011","CPM REALTY","$1.20M","- Sold","2","bds","2","ba","1,246","sqft","Sold 08/11/2021","https://www.zillow.com/homedetails/6849-Shearwaters-Dr-Carlsbad-CA-92011/16653718_zpid/","https://photos.zillowstatic.com/fp/9e803612dc231793040bac981ea5a3cd-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7152 Lantana Ter, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,265""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7152 Lantana Ter"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.100273,""longitude"":-117.30535},""url"":""https://www.zillow.com/homedetails/7152-Lantana-Ter-Carlsbad-CA-92011/16653377_zpid/""}","https://www.zillow.com/homedetails/7152-Lantana-Ter-Carlsbad-CA-92011/16653377_zpid/","7152 Lantana Ter, Carlsbad, CA 92011","COMPASS","$1.17M","- Sold","2","bds","2","ba","1,265","sqft","Sold 06/22/2022","https://www.zillow.com/homedetails/7152-Lantana-Ter-Carlsbad-CA-92011/16653377_zpid/","https://photos.zillowstatic.com/fp/6277c54cb40b95f792199d757411da57-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""817 Skysail Ave, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,165""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""817 Skysail Ave"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.109646,""longitude"":-117.313194},""url"":""https://www.zillow.com/homedetails/817-Skysail-Ave-Carlsbad-CA-92011/16653615_zpid/""}","https://www.zillow.com/homedetails/817-Skysail-Ave-Carlsbad-CA-92011/16653615_zpid/","817 Skysail Ave, Carlsbad, CA 92011","THE LUND TEAM, INC","$1.10M","- Sold","2","bds","2","ba","1,165","sqft","Sold 08/29/2022","https://www.zillow.com/homedetails/817-Skysail-Ave-Carlsbad-CA-92011/16653615_zpid/","https://photos.zillowstatic.com/fp/cc495e4536dcbcd3bbb33bbfaff301c7-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1723 Bluebird Ln, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,545""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1723 Bluebird Ln"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.11541,""longitude"":-117.27797},""url"":""https://www.zillow.com/homedetails/1723-Bluebird-Ln-Carlsbad-CA-92011/16659286_zpid/""}","https://www.zillow.com/homedetails/1723-Bluebird-Ln-Carlsbad-CA-92011/16659286_zpid/","1723 Bluebird Ln, Carlsbad, CA 92011","PREMIER REALTY ASSOCIATES","$1.10M","- Sold","2","bds","3","ba","1,545","sqft","Sold 02/24/2022","https://www.zillow.com/homedetails/1723-Bluebird-Ln-Carlsbad-CA-92011/16659286_zpid/","https://photos.zillowstatic.com/fp/6966ed073d10dc47679aa36fa99dcb65-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6925 Quiet Cove Dr, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,036""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6925 Quiet Cove Dr"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.10601,""longitude"":-117.31118},""url"":""https://www.zillow.com/homedetails/6925-Quiet-Cove-Dr-Carlsbad-CA-92011/16653895_zpid/""}","https://www.zillow.com/homedetails/6925-Quiet-Cove-Dr-Carlsbad-CA-92011/16653895_zpid/","6925 Quiet Cove Dr, Carlsbad, CA 92011","LINCOLN REALTY GROUP","$1.10M","- Sold","2","bds","2","ba","1,036","sqft","Sold 06/07/2022","https://www.zillow.com/homedetails/6925-Quiet-Cove-Dr-Carlsbad-CA-92011/16653895_zpid/","https://photos.zillowstatic.com/fp/d765a3cf94c161947138dcf6bf344817-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7161 Tanager Dr, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,947""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7161 Tanager Dr"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.09844,""longitude"":-117.27801},""url"":""https://www.zillow.com/homedetails/7161-Tanager-Dr-Carlsbad-CA-92011/16658818_zpid/""}","https://www.zillow.com/homedetails/7161-Tanager-Dr-Carlsbad-CA-92011/16658818_zpid/","7161 Tanager Dr, Carlsbad, CA 92011","WINDERMERE HOMES & ESTATES","$1.09M","- Sold","2","bds","3","ba","1,947","sqft","Sold 02/27/2023","https://www.zillow.com/homedetails/7161-Tanager-Dr-Carlsbad-CA-92011/16658818_zpid/","https://photos.zillowstatic.com/fp/6bacc1afbf6563d9794096f5d3d679cd-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7311 Linden Ter, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,180""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7311 Linden Ter"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.097733,""longitude"":-117.30571},""url"":""https://www.zillow.com/homedetails/7311-Linden-Ter-Carlsbad-CA-92011/16653516_zpid/""}","https://www.zillow.com/homedetails/7311-Linden-Ter-Carlsbad-CA-92011/16653516_zpid/","7311 Linden Ter, Carlsbad, CA 92011","BHHS CA PROPERTIES","$1.08M","- Sold","2","bds","2","ba","1,180","sqft","Sold 12/20/2021","https://www.zillow.com/homedetails/7311-Linden-Ter-Carlsbad-CA-92011/16653516_zpid/","https://photos.zillowstatic.com/fp/fe0eb8739195b65e30bb2f987dd35023-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""807 Skysail Ave, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,084""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""807 Skysail Ave"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.10962,""longitude"":-117.313774},""url"":""https://www.zillow.com/homedetails/807-Skysail-Ave-Carlsbad-CA-92011/16653610_zpid/""}","https://www.zillow.com/homedetails/807-Skysail-Ave-Carlsbad-CA-92011/16653610_zpid/","807 Skysail Ave, Carlsbad, CA 92011","WINDERMERE HOMES & ESTATES","$1.08M","- Sold","2","bds","2","ba","1,084","sqft","Sold 02/22/2022","https://www.zillow.com/homedetails/807-Skysail-Ave-Carlsbad-CA-92011/16653610_zpid/","https://photos.zillowstatic.com/fp/7d1a1868cee3b9ac799df391abed3bee-p_e.jpg","Save this home"
