"ListItem-c11n-8-82-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 2","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 3","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-82-3__sc-6gojrl-0","Image-c11n-8-82-3__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-82-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""12560 Camarero Ct, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,139""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""12560 Camarero Ct"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.945976,""longitude"":-117.225845},""url"":""https://www.zillow.com/homedetails/12560-Camarero-Ct-San-Diego-CA-92130/16776251_zpid/""}","https://www.zillow.com/homedetails/12560-Camarero-Ct-San-Diego-CA-92130/16776251_zpid/","12560 Camarero Ct, San Diego, CA 92130","KELLER WILLIAMS REALTY","$1.21M","- Sold","2","bds","2","ba","1,139","sqft","Sold 03/17/2022","https://photos.zillowstatic.com/fp/2ff12ec7b46f29c7041b945c5598ca16-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""12767 Via Terceto, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,296""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""12767 Via Terceto"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.948845,""longitude"":-117.22603},""url"":""https://www.zillow.com/homedetails/12767-Via-Terceto-San-Diego-CA-92130/16772701_zpid/""}","https://www.zillow.com/homedetails/12767-Via-Terceto-San-Diego-CA-92130/16772701_zpid/","12767 Via Terceto, San Diego, CA 92130","REDFIN CORPORATION","$1.20M","- Sold","2","bds","3","ba","1,296","sqft","Sold 01/31/2022","https://photos.zillowstatic.com/fp/abf9f79f46443cec50de2b07ac17bae4-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""12121 Caminito Mira Del Mar, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,178""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""12121 Caminito Mira Del Mar"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.940525,""longitude"":-117.23541},""url"":""https://www.zillow.com/homedetails/12121-Caminito-Mira-Del-Mar-San-Diego-CA-92130/16776560_zpid/""}","https://www.zillow.com/homedetails/12121-Caminito-Mira-Del-Mar-San-Diego-CA-92130/16776560_zpid/","12121 Caminito Mira Del Mar, San Diego, CA 92130","KELLER WILLIAMS REALTY","$1.20M","- Sold","2","bds","3","ba","1,178","sqft","Sold 04/20/2022","https://photos.zillowstatic.com/fp/28f9303da0dbb43cfe09d8bd260600e8-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3717 Ruette De Vl, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,236""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3717 Ruette De Vl"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.94282,""longitude"":-117.235},""url"":""https://www.zillow.com/homedetails/3717-Ruette-De-Vl-San-Diego-CA-92130/16777255_zpid/""}","https://www.zillow.com/homedetails/3717-Ruette-De-Vl-San-Diego-CA-92130/16777255_zpid/","3717 Ruette De Vl, San Diego, CA 92130","GOLDEN REALTY","$1.20M","- Sold","2","bds","3","ba","1,236","sqft","Sold 04/07/2022","https://photos.zillowstatic.com/fp/d47429f5faeb4760f13d6853c7963e24-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10777 Canyon Grv Unit 44, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,274""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10777 Canyon Grv UNIT 44"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.930595,""longitude"":-117.19847},""url"":""https://www.zillow.com/homedetails/10777-Canyon-Grv-UNIT-44-San-Diego-CA-92130/104463852_zpid/""}","https://www.zillow.com/homedetails/10777-Canyon-Grv-UNIT-44-San-Diego-CA-92130/104463852_zpid/","10777 Canyon Grv UNIT 44, San Diego, CA 92130","WANNEBO REAL ESTATE GROUP","$1.20M","- Sold","2","bds","3","ba","1,274","sqft","Sold 04/04/2022","https://photos.zillowstatic.com/fp/dc78ff7dbac5bc01e96b40a3599b9369-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3882 Creststone Pl, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,405""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3882 Creststone Pl"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.960243,""longitude"":-117.23286},""url"":""https://www.zillow.com/homedetails/3882-Creststone-Pl-San-Diego-CA-92130/16771237_zpid/""}","https://www.zillow.com/homedetails/3882-Creststone-Pl-San-Diego-CA-92130/16771237_zpid/","3882 Creststone Pl, San Diego, CA 92130","KELLER WILLIAMS REALTY","$1.20M","- Sold","2","bds","3","ba","1,405","sqft","Sold 06/01/2022","https://photos.zillowstatic.com/fp/03c814d56b29a8f20979df4de0770ec3-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11281 Carmel Creek Rd, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,410""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11281 Carmel Creek Rd"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.922768,""longitude"":-117.225624},""url"":""https://www.zillow.com/homedetails/11281-Carmel-Creek-Rd-San-Diego-CA-92130/16777908_zpid/""}","https://www.zillow.com/homedetails/11281-Carmel-Creek-Rd-San-Diego-CA-92130/16777908_zpid/","11281 Carmel Creek Rd, San Diego, CA 92130","NEPTUNE PARTNERS","$1.18M","- Sold","2","bds","3","ba","1,410","sqft","Sold 11/15/2021","https://photos.zillowstatic.com/fp/9883bdab968440b878b61f4b7cb25441-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3726 Mykonos Ln Unit 144, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,202""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3726 Mykonos Ln UNIT 144"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.948,""longitude"":-117.229866},""url"":""https://www.zillow.com/homedetails/3726-Mykonos-Ln-UNIT-144-San-Diego-CA-92130/67402568_zpid/""}","https://www.zillow.com/homedetails/3726-Mykonos-Ln-UNIT-144-San-Diego-CA-92130/67402568_zpid/","3726 Mykonos Ln UNIT 144, San Diego, CA 92130","COMPASS","$1.18M","- Sold","2","bds","3","ba","1,202","sqft","Sold 06/06/2022","https://photos.zillowstatic.com/fp/a369ae1eda9b885bf26f779591f07c78-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3662 Ruette De Vl, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,236""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3662 Ruette De Vl"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.943226,""longitude"":-117.23598},""url"":""https://www.zillow.com/homedetails/3662-Ruette-De-Vl-San-Diego-CA-92130/16777120_zpid/""}","https://www.zillow.com/homedetails/3662-Ruette-De-Vl-San-Diego-CA-92130/16777120_zpid/","3662 Ruette De Vl, San Diego, CA 92130","1ST AMERICAN MORTGAGE & REALTY","$1.16M","- Sold","2","bds","3","ba","1,236","sqft","Sold 06/21/2022","https://photos.zillowstatic.com/fp/7e708ee14d9d34b1d43a2399f3f644e2-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""12935 Peppergrass Creek Gate, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,207""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""12935 Peppergrass Creek Gate"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.962433,""longitude"":-117.18699},""url"":""https://www.zillow.com/homedetails/12935-Peppergrass-Creek-Gate-San-Diego-CA-92130/318294110_zpid/""}","https://www.zillow.com/homedetails/12935-Peppergrass-Creek-Gate-San-Diego-CA-92130/318294110_zpid/","12935 Peppergrass Creek Gate, San Diego, CA 92130","","$1.16M","- Sold","2","bds","2.5","ba","1,207","sqft","Sold 02/22/2022","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.962432861328125,-117.1869888305664&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=yX4L62eax65NNCQ2GVnZBshmTaY=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""12935 Peppergrass Creek Gate Unit 26, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,207""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""12935 Peppergrass Creek Gate UNIT 26"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.962433,""longitude"":-117.18699},""url"":""https://www.zillow.com/homedetails/12935-Peppergrass-Creek-Gate-UNIT-26-San-Diego-CA-92130/2072031364_zpid/""}","https://www.zillow.com/homedetails/12935-Peppergrass-Creek-Gate-UNIT-26-San-Diego-CA-92130/2072031364_zpid/","12935 Peppergrass Creek Gate UNIT 26, San Diego, CA 92130","WANNEBO REAL ESTATE GROUP","$1.16M","- Sold","2","bds","3","ba","1,207","sqft","Sold 02/18/2022","https://photos.zillowstatic.com/fp/326218b3cd411ca2e6b2bb5ea838afed-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3516 Voyager Cir, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,240""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3516 Voyager Cir"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.952003,""longitude"":-117.24172},""url"":""https://www.zillow.com/homedetails/3516-Voyager-Cir-San-Diego-CA-92130/16768869_zpid/""}","https://www.zillow.com/homedetails/3516-Voyager-Cir-San-Diego-CA-92130/16768869_zpid/","3516 Voyager Cir, San Diego, CA 92130","BERKSHIRE HATHAWAY HOMESERVICE","$1.15M","- Sold","2","bds","2","ba","1,240","sqft","Sold 06/10/2022","https://photos.zillowstatic.com/fp/eabce8b7fc51cde1433949857f0b0b2e-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""13323 Kibbings Rd, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,405""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""13323 Kibbings Rd"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.96118,""longitude"":-117.23196},""url"":""https://www.zillow.com/homedetails/13323-Kibbings-Rd-San-Diego-CA-92130/16771157_zpid/""}","https://www.zillow.com/homedetails/13323-Kibbings-Rd-San-Diego-CA-92130/16771157_zpid/","13323 Kibbings Rd, San Diego, CA 92130","HOUSE IN SD INC.","$1.15M","- Sold","2","bds","3","ba","1,405","sqft","Sold 04/22/2022","https://photos.zillowstatic.com/fp/26a10d7b786aa5e3bfed98a53d5235f4-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""12988 Candela Pl, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,240""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""12988 Candela Pl"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.954098,""longitude"":-117.238106},""url"":""https://www.zillow.com/homedetails/12988-Candela-Pl-San-Diego-CA-92130/16769967_zpid/""}","https://www.zillow.com/homedetails/12988-Candela-Pl-San-Diego-CA-92130/16769967_zpid/","12988 Candela Pl, San Diego, CA 92130","REDFIN CORPORATION","$1.14M","- Sold","2","bds","2","ba","1,240","sqft","Sold 12/17/2021","https://photos.zillowstatic.com/fp/397cb054ca4f0ced486030c1febcb8be-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""12925 Peppergrass Creek Gate #22, San Diego, CA 92130"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,207""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""12925 Peppergrass Creek Gate #22"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92130""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.962433,""longitude"":-117.18699},""url"":""https://www.zillow.com/homedetails/12925-Peppergrass-Creek-Gate-22-San-Diego-CA-92130/318294106_zpid/""}","https://www.zillow.com/homedetails/12925-Peppergrass-Creek-Gate-22-San-Diego-CA-92130/318294106_zpid/","12925 Peppergrass Creek Gate #22, San Diego, CA 92130","","$1.12M","- Sold","2","bds","3","ba","1,207","sqft","Sold 07/27/2022","https://photos.zillowstatic.com/fp/548f53e16e62ee0c9e57914ea8f8f370-p_e.jpg","Save this home"
