"ListItem-c11n-8-82-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 2","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-82-3__sc-6gojrl-0","property-card-link href","Image-c11n-8-82-3__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-82-3__sc-wpcbcc-1","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 4"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""437-39 S Magnolia Ave, El Cajon, CA 92020"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,120""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""437-39 S Magnolia Ave"",""addressLocality"":""El Cajon"",""addressRegion"":""CA"",""postalCode"":""92020""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.790882,""longitude"":-116.96197},""url"":""https://www.zillow.com/homedetails/437-39-S-Magnolia-Ave-El-Cajon-CA-92020/17027059_zpid/""}","https://www.zillow.com/homedetails/437-39-S-Magnolia-Ave-El-Cajon-CA-92020/17027059_zpid/","437-39 S Magnolia Ave, El Cajon, CA 92020","$750,000","- Sold","2","bds","2","ba","1,120","sqft","Sold 04/27/2022","https://www.zillow.com/homedetails/437-39-S-Magnolia-Ave-El-Cajon-CA-92020/17027059_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.7908821105957,-116.96196746826172&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=lfCzW2nMcl9v2utuTkLKl9AgBJo=","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""597 Millar Ave, El Cajon, CA 92020"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""964""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""597 Millar Ave"",""addressLocality"":""El Cajon"",""addressRegion"":""CA"",""postalCode"":""92020""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.789513,""longitude"":-116.974075},""url"":""https://www.zillow.com/homedetails/597-Millar-Ave-El-Cajon-CA-92020/17026402_zpid/""}","https://www.zillow.com/homedetails/597-Millar-Ave-El-Cajon-CA-92020/17026402_zpid/","597 Millar Ave, El Cajon, CA 92020","$725,000","- Sold","2","bds","1","ba","964","sqft","Sold 12/27/2021","https://www.zillow.com/homedetails/597-Millar-Ave-El-Cajon-CA-92020/17026402_zpid/","https://photos.zillowstatic.com/fp/2e51a7b2cd354e8689d8fc88fe31e9c7-p_e.jpg","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1162 Pine Dr, El Cajon, CA 92020"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,234""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1162 Pine Dr"",""addressLocality"":""El Cajon"",""addressRegion"":""CA"",""postalCode"":""92020""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.77974,""longitude"":-116.980354},""url"":""https://www.zillow.com/homedetails/1162-Pine-Dr-El-Cajon-CA-92020/17029662_zpid/""}","https://www.zillow.com/homedetails/1162-Pine-Dr-El-Cajon-CA-92020/17029662_zpid/","1162 Pine Dr, El Cajon, CA 92020","$721,000","- Sold","2","bds","2","ba","1,234","sqft","Sold 07/13/2021","https://www.zillow.com/homedetails/1162-Pine-Dr-El-Cajon-CA-92020/17029662_zpid/","https://photos.zillowstatic.com/fp/f9024fc4b28c9afdf6cc6c4a4cbd33fa-p_e.jpg","Save this home","THREE COINS REALTY"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""512 N Westwind Dr, El Cajon, CA 92020"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""805""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""512 N Westwind Dr"",""addressLocality"":""El Cajon"",""addressRegion"":""CA"",""postalCode"":""92020""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.80078,""longitude"":-116.99412},""url"":""https://www.zillow.com/homedetails/512-N-Westwind-Dr-El-Cajon-CA-92020/17018707_zpid/""}","https://www.zillow.com/homedetails/512-N-Westwind-Dr-El-Cajon-CA-92020/17018707_zpid/","512 N Westwind Dr, El Cajon, CA 92020","$710,000","- Sold","2","bds","1","ba","805","sqft","Sold 05/08/2022","https://www.zillow.com/homedetails/512-N-Westwind-Dr-El-Cajon-CA-92020/17018707_zpid/","https://photos.zillowstatic.com/fp/93832cad69218edd32907d92b629f146-p_e.jpg","Save this home","BEST HOMES TEAM"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""498 Tyrone St, El Cajon, CA 92020"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,071""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""498 Tyrone St"",""addressLocality"":""El Cajon"",""addressRegion"":""CA"",""postalCode"":""92020""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.800804,""longitude"":-116.98872},""url"":""https://www.zillow.com/homedetails/498-Tyrone-St-El-Cajon-CA-92020/17023919_zpid/""}","https://www.zillow.com/homedetails/498-Tyrone-St-El-Cajon-CA-92020/17023919_zpid/","498 Tyrone St, El Cajon, CA 92020","$710,000","- Sold","2","bds","2","ba","1,071","sqft","Sold 08/09/2022","https://www.zillow.com/homedetails/498-Tyrone-St-El-Cajon-CA-92020/17023919_zpid/","https://photos.zillowstatic.com/fp/2381d74ef74677a618e2947b14d4ae6c-p_e.jpg","Save this home","BERKSHIRE HATHAWAY HOMESERVICE"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""137 W Renette Ave, El Cajon, CA 92020"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,052""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""137 W Renette Ave"",""addressLocality"":""El Cajon"",""addressRegion"":""CA"",""postalCode"":""92020""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.783768,""longitude"":-116.96337},""url"":""https://www.zillow.com/homedetails/137-W-Renette-Ave-El-Cajon-CA-92020/305156728_zpid/""}","https://www.zillow.com/homedetails/137-W-Renette-Ave-El-Cajon-CA-92020/305156728_zpid/","137 W Renette Ave, El Cajon, CA 92020","$705,000","- Sold","2","bds","2","ba","1,052","sqft","Sold 02/08/2022","https://www.zillow.com/homedetails/137-W-Renette-Ave-El-Cajon-CA-92020/305156728_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.78376770019531,-116.96337127685547&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=JLk7Z9c7ba0TLhSlOSR8BKAPX4g=","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""137 W Renette Ave W, El Cajon, CA 92020"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,052""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""137 W Renette Ave W"",""addressLocality"":""El Cajon"",""addressRegion"":""CA"",""postalCode"":""92020""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/137-W-Renette-Ave-W-El-Cajon-CA-92020/2066806574_zpid/""}","https://www.zillow.com/homedetails/137-W-Renette-Ave-W-El-Cajon-CA-92020/2066806574_zpid/","137 W Renette Ave W, El Cajon, CA 92020","$705,000","- Sold","2","bds","2","ba","1,052","sqft","Sold 02/08/2022","https://www.zillow.com/homedetails/137-W-Renette-Ave-W-El-Cajon-CA-92020/2066806574_zpid/","https://photos.zillowstatic.com/fp/0778117f66b9e4994a1c7f620c0b8f06-p_e.jpg","Save this home","CENTURY 21 AWARD"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""525 S Orange Ave, El Cajon, CA 92020"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,190""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""525 S Orange Ave"",""addressLocality"":""El Cajon"",""addressRegion"":""CA"",""postalCode"":""92020""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.789997,""longitude"":-116.96322},""url"":""https://www.zillow.com/homedetails/525-S-Orange-Ave-El-Cajon-CA-92020/17027256_zpid/""}","https://www.zillow.com/homedetails/525-S-Orange-Ave-El-Cajon-CA-92020/17027256_zpid/","525 S Orange Ave, El Cajon, CA 92020","$679,334","- Sold","2","bds","2","ba","1,190","sqft","Sold 03/01/2022","https://www.zillow.com/homedetails/525-S-Orange-Ave-El-Cajon-CA-92020/17027256_zpid/","https://photos.zillowstatic.com/fp/ef9f3219ef9a1e59433e119b164e428f-p_e.jpg","Save this home","PREMIER REALTY & INVESTMENTS"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""403 Murray Dr, El Cajon, CA 92020"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,102""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""403 Murray Dr"",""addressLocality"":""El Cajon"",""addressRegion"":""CA"",""postalCode"":""92020""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.792255,""longitude"":-116.98151},""url"":""https://www.zillow.com/homedetails/403-Murray-Dr-El-Cajon-CA-92020/17025930_zpid/""}","https://www.zillow.com/homedetails/403-Murray-Dr-El-Cajon-CA-92020/17025930_zpid/","403 Murray Dr, El Cajon, CA 92020","$675,000","- Sold","2","bds","2","ba","1,102","sqft","Sold 09/15/2020","https://www.zillow.com/homedetails/403-Murray-Dr-El-Cajon-CA-92020/17025930_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.79225540161133,-116.98150634765625&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=y8bbahEC5dyeTxUaVE0IhUqIQTk=","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""462 Murray Dr, El Cajon, CA 92020"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,417""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""462 Murray Dr"",""addressLocality"":""El Cajon"",""addressRegion"":""CA"",""postalCode"":""92020""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.791206,""longitude"":-116.98163},""url"":""https://www.zillow.com/homedetails/462-Murray-Dr-El-Cajon-CA-92020/17026350_zpid/""}","https://www.zillow.com/homedetails/462-Murray-Dr-El-Cajon-CA-92020/17026350_zpid/","462 Murray Dr, El Cajon, CA 92020","$675,000","- Sold","2","bds","1","ba","1,417","sqft","Sold 12/23/2020","https://www.zillow.com/homedetails/462-Murray-Dr-El-Cajon-CA-92020/17026350_zpid/","https://photos.zillowstatic.com/fp/7a6d7ab0b37782ee609343da954f5d9a-p_e.jpg","Save this home","PACIFIC SOTHEBY'S INT'L REALTY"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""194 E Renette Ave, El Cajon, CA 92020"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""913""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""194 E Renette Ave"",""addressLocality"":""El Cajon"",""addressRegion"":""CA"",""postalCode"":""92020""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.784306,""longitude"":-116.96022},""url"":""https://www.zillow.com/homedetails/194-E-Renette-Ave-El-Cajon-CA-92020/17030503_zpid/""}","https://www.zillow.com/homedetails/194-E-Renette-Ave-El-Cajon-CA-92020/17030503_zpid/","194 E Renette Ave, El Cajon, CA 92020","$672,500","- Sold","2","bds","1","ba","913","sqft","Sold 03/09/2022","https://www.zillow.com/homedetails/194-E-Renette-Ave-El-Cajon-CA-92020/17030503_zpid/","https://photos.zillowstatic.com/fp/3db7245d0db8a89f74cfa476439a4154-p_e.jpg","Save this home","FIRST TEAM REAL ESTATE"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2136 Dryden Rd, El Cajon, CA 92020"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,242""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2136 Dryden Rd"",""addressLocality"":""El Cajon"",""addressRegion"":""CA"",""postalCode"":""92020""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.79812,""longitude"":-116.99338},""url"":""https://www.zillow.com/homedetails/2136-Dryden-Rd-El-Cajon-CA-92020/17023696_zpid/""}","https://www.zillow.com/homedetails/2136-Dryden-Rd-El-Cajon-CA-92020/17023696_zpid/","2136 Dryden Rd, El Cajon, CA 92020","$670,000","- Sold","2","bds","1","ba","1,242","sqft","Sold 06/23/2022","https://www.zillow.com/homedetails/2136-Dryden-Rd-El-Cajon-CA-92020/17023696_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.798118591308594,-116.99337768554688&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=KXa_stfdsSVH8d6IUQoTUCWyJNg=","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""719 Taft Ave, El Cajon, CA 92020"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,142""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""719 Taft Ave"",""addressLocality"":""El Cajon"",""addressRegion"":""CA"",""postalCode"":""92020""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.787033,""longitude"":-116.95594},""url"":""https://www.zillow.com/homedetails/719-Taft-Ave-El-Cajon-CA-92020/17031661_zpid/""}","https://www.zillow.com/homedetails/719-Taft-Ave-El-Cajon-CA-92020/17031661_zpid/","719 Taft Ave, El Cajon, CA 92020","$660,000","- Sold","2","bds","2","ba","1,142","sqft","Sold 05/12/2022","https://www.zillow.com/homedetails/719-Taft-Ave-El-Cajon-CA-92020/17031661_zpid/","https://photos.zillowstatic.com/fp/073d28ad9bcf36ee564e0be33cffc1b8-p_e.jpg","Save this home","KELLER WILLIAMS SD SIGNATURE"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1053 S Lincoln Ave S, El Cajon, CA 92020"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,188""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1053 S Lincoln Ave S"",""addressLocality"":""El Cajon"",""addressRegion"":""CA"",""postalCode"":""92020""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/1053-S-Lincoln-Ave-S-El-Cajon-CA-92020/2061505055_zpid/""}","https://www.zillow.com/homedetails/1053-S-Lincoln-Ave-S-El-Cajon-CA-92020/2061505055_zpid/","1053 S Lincoln Ave S, El Cajon, CA 92020","$660,000","- Sold","2","bds","2","ba","1,188","sqft","Sold 10/17/2022","https://www.zillow.com/homedetails/1053-S-Lincoln-Ave-S-El-Cajon-CA-92020/2061505055_zpid/","https://photos.zillowstatic.com/fp/be24374fa1bbbb35693d5ebb9d04beb1-p_e.jpg","Save this home","MISSION REALTY GROUP"
