"ListItem-c11n-8-82-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 2","price","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-82-3__sc-6gojrl-0","property-card-link href","Image-c11n-8-82-3__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-82-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7555 Eads Ave Unit 2, La Jolla, CA 92037"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,673""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7555 Eads Ave UNIT 2"",""addressLocality"":""La Jolla"",""addressRegion"":""CA"",""postalCode"":""92037""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.841118,""longitude"":-117.27492},""url"":""https://www.zillow.com/homedetails/7555-Eads-Ave-UNIT-2-La-Jolla-CA-92037/63144993_zpid/""}","https://www.zillow.com/homedetails/7555-Eads-Ave-UNIT-2-La-Jolla-CA-92037/63144993_zpid/","7555 Eads Ave UNIT 2, La Jolla, CA 92037","BERKSHIRE HATHAWAY HOMESERVICE","$1.37M","- Sold","2","bds","2","ba","1,673","sqft","Sold 02/03/2023","https://www.zillow.com/homedetails/7555-Eads-Ave-UNIT-2-La-Jolla-CA-92037/63144993_zpid/","https://photos.zillowstatic.com/fp/b2a645580bfd324bbec11313de37f5f8-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""220 Coast Blvd Unit 3f, La Jolla, CA 92037"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,472""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""220 Coast Blvd UNIT 3F"",""addressLocality"":""La Jolla"",""addressRegion"":""CA"",""postalCode"":""92037""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.83978,""longitude"":-117.28162},""url"":""https://www.zillow.com/homedetails/220-Coast-Blvd-UNIT-3F-La-Jolla-CA-92037/2059997086_zpid/""}","https://www.zillow.com/homedetails/220-Coast-Blvd-UNIT-3F-La-Jolla-CA-92037/2059997086_zpid/","220 Coast Blvd UNIT 3F, La Jolla, CA 92037","KELLER WILLIAMS LA JOLLA","$2.45M","- Sold","2","bds","2","ba","1,472","sqft","Sold 02/03/2023","https://www.zillow.com/homedetails/220-Coast-Blvd-UNIT-3F-La-Jolla-CA-92037/2059997086_zpid/","https://photos.zillowstatic.com/fp/6d571f646fa87c3d36eabb463666e5c4-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5433 La Jolla Blvd, La Jolla, CA 92037"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,094""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5433 La Jolla Blvd"",""addressLocality"":""La Jolla"",""addressRegion"":""CA"",""postalCode"":""92037""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.811954,""longitude"":-117.26718},""url"":""https://www.zillow.com/homedetails/5433-La-Jolla-Blvd-La-Jolla-CA-92037/16856110_zpid/""}","https://www.zillow.com/homedetails/5433-La-Jolla-Blvd-La-Jolla-CA-92037/16856110_zpid/","5433 La Jolla Blvd, La Jolla, CA 92037","BERKSHIRE HATHAWAY HOMESERVICE","$1.10M","- Sold","2","bds","2","ba","1,094","sqft","Sold 01/27/2023","https://www.zillow.com/homedetails/5433-La-Jolla-Blvd-La-Jolla-CA-92037/16856110_zpid/","https://photos.zillowstatic.com/fp/73f88a676c9f796e4ef3106f06259688-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""634 Arenas St, La Jolla, CA 92037"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,514""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""634 Arenas St"",""addressLocality"":""La Jolla"",""addressRegion"":""CA"",""postalCode"":""92037""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.83574,""longitude"":-117.275764},""url"":""https://www.zillow.com/homedetails/634-Arenas-St-La-Jolla-CA-92037/16849399_zpid/""}","https://www.zillow.com/homedetails/634-Arenas-St-La-Jolla-CA-92037/16849399_zpid/","634 Arenas St, La Jolla, CA 92037","BERKSHIRE HATHAWAY HOMESERVICE","$1.65M","- Sold","2","bds","2","ba","1,514","sqft","Sold 01/26/2023","https://www.zillow.com/homedetails/634-Arenas-St-La-Jolla-CA-92037/16849399_zpid/","https://photos.zillowstatic.com/fp/dc13d3dea4bc517dd86c1eed00eb0079-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8451 Via Mallorca Unit 32, La Jolla, CA 92037"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""876""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8451 Via Mallorca UNIT 32"",""addressLocality"":""La Jolla"",""addressRegion"":""CA"",""postalCode"":""92037""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.860123,""longitude"":-117.23322},""url"":""https://www.zillow.com/homedetails/8451-Via-Mallorca-UNIT-32-La-Jolla-CA-92037/16840480_zpid/""}","https://www.zillow.com/homedetails/8451-Via-Mallorca-UNIT-32-La-Jolla-CA-92037/16840480_zpid/","8451 Via Mallorca UNIT 32, La Jolla, CA 92037","","$85,000","- Sold","2","bds","1","ba","876","sqft","Sold 01/24/2023","https://www.zillow.com/homedetails/8451-Via-Mallorca-UNIT-32-La-Jolla-CA-92037/16840480_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.86012268066406,-117.23322296142578&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=mNvpzjlo-Bjl5BscSnRwPQ1zEOw=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8650 Via Mallorca Apt H, La Jolla, CA 92037"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""978""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8650 Via Mallorca APT H"",""addressLocality"":""La Jolla"",""addressRegion"":""CA"",""postalCode"":""92037""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.863358,""longitude"":-117.23383},""url"":""https://www.zillow.com/homedetails/8650-Via-Mallorca-APT-H-La-Jolla-CA-92037/16841351_zpid/""}","https://www.zillow.com/homedetails/8650-Via-Mallorca-APT-H-La-Jolla-CA-92037/16841351_zpid/","8650 Via Mallorca APT H, La Jolla, CA 92037","ABACUS PROPERTIES INC.","$720,000","- Sold","2","bds","2","ba","978","sqft","Sold 01/24/2023","https://www.zillow.com/homedetails/8650-Via-Mallorca-APT-H-La-Jolla-CA-92037/16841351_zpid/","https://photos.zillowstatic.com/fp/45fa94c87d0f7310122cfccf1d4327b6-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3137 Via Alicante Unit 211, La Jolla, CA 92037"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,017""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3137 Via Alicante UNIT 211"",""addressLocality"":""La Jolla"",""addressRegion"":""CA"",""postalCode"":""92037""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.860573,""longitude"":-117.23478},""url"":""https://www.zillow.com/homedetails/3137-Via-Alicante-UNIT-211-La-Jolla-CA-92037/63789864_zpid/""}","https://www.zillow.com/homedetails/3137-Via-Alicante-UNIT-211-La-Jolla-CA-92037/63789864_zpid/","3137 Via Alicante UNIT 211, La Jolla, CA 92037","PACIFIC SOTHEBY'S INT'L REALTY","$745,000","- Sold","2","bds","2","ba","1,017","sqft","Sold 01/23/2023","https://www.zillow.com/homedetails/3137-Via-Alicante-UNIT-211-La-Jolla-CA-92037/63789864_zpid/","https://photos.zillowstatic.com/fp/0e8d2301919b0de97c293b515006936b-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8461 Via Mallorca Unit 19, La Jolla, CA 92037"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,074""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8461 Via Mallorca UNIT 19"",""addressLocality"":""La Jolla"",""addressRegion"":""CA"",""postalCode"":""92037""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.860123,""longitude"":-117.23322},""url"":""https://www.zillow.com/homedetails/8461-Via-Mallorca-UNIT-19-La-Jolla-CA-92037/16840467_zpid/""}","https://www.zillow.com/homedetails/8461-Via-Mallorca-UNIT-19-La-Jolla-CA-92037/16840467_zpid/","8461 Via Mallorca UNIT 19, La Jolla, CA 92037","BERKSHIRE HATHAWAY HOMESERVICE","$889,000","- Sold","2","bds","2","ba","1,074","sqft","Sold 01/19/2023","https://www.zillow.com/homedetails/8461-Via-Mallorca-UNIT-19-La-Jolla-CA-92037/16840467_zpid/","https://photos.zillowstatic.com/fp/88b976ccb7b465e017d1e1a33e72aad3-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1236 Cave St Unit 1a, La Jolla, CA 92037"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,188""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1236 Cave St UNIT 1A"",""addressLocality"":""La Jolla"",""addressRegion"":""CA"",""postalCode"":""92037""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.848152,""longitude"":-117.27147},""url"":""https://www.zillow.com/homedetails/1236-Cave-St-UNIT-1A-La-Jolla-CA-92037/16848002_zpid/""}","https://www.zillow.com/homedetails/1236-Cave-St-UNIT-1A-La-Jolla-CA-92037/16848002_zpid/","1236 Cave St UNIT 1A, La Jolla, CA 92037","BERKSHIRE HATHAWAY HOMESERVICE","$1.15M","- Sold","2","bds","2","ba","1,188","sqft","Sold 01/17/2023","https://www.zillow.com/homedetails/1236-Cave-St-UNIT-1A-La-Jolla-CA-92037/16848002_zpid/","https://photos.zillowstatic.com/fp/1ea62ff818c61dc693dcd4ae09935a63-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6455 La Jolla Blvd Unit 205, La Jolla, CA 92037"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""989""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6455 La Jolla Blvd UNIT 205"",""addressLocality"":""La Jolla"",""addressRegion"":""CA"",""postalCode"":""92037""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.825966,""longitude"":-117.27615},""url"":""https://www.zillow.com/homedetails/6455-La-Jolla-Blvd-UNIT-205-La-Jolla-CA-92037/16850756_zpid/""}","https://www.zillow.com/homedetails/6455-La-Jolla-Blvd-UNIT-205-La-Jolla-CA-92037/16850756_zpid/","6455 La Jolla Blvd UNIT 205, La Jolla, CA 92037","PREMIERE HOMES","$810,000","- Sold","2","bds","2","ba","989","sqft","Sold 01/13/2023","https://www.zillow.com/homedetails/6455-La-Jolla-Blvd-UNIT-205-La-Jolla-CA-92037/16850756_zpid/","https://photos.zillowstatic.com/fp/9a15a2f113020f16bbe98029c1d525d6-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1370 W Muirlands Dr, La Jolla, CA 92037"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,530""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1370 W Muirlands Dr"",""addressLocality"":""La Jolla"",""addressRegion"":""CA"",""postalCode"":""92037""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.833626,""longitude"":-117.264946},""url"":""https://www.zillow.com/homedetails/1370-W-Muirlands-Dr-La-Jolla-CA-92037/16849957_zpid/""}","https://www.zillow.com/homedetails/1370-W-Muirlands-Dr-La-Jolla-CA-92037/16849957_zpid/","1370 W Muirlands Dr, La Jolla, CA 92037","WILLIS ALLEN REAL ESTATE","$4.38M","- Sold","2","bds","3","ba","3,530","sqft","Sold 01/10/2023","https://www.zillow.com/homedetails/1370-W-Muirlands-Dr-La-Jolla-CA-92037/16849957_zpid/","https://photos.zillowstatic.com/fp/48aeba1c9ab3dead71c3cb6be7ee5f01-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8783 Gilman Dr Unit A, La Jolla, CA 92037"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,188""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8783 Gilman Dr UNIT A"",""addressLocality"":""La Jolla"",""addressRegion"":""CA"",""postalCode"":""92037""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.867527,""longitude"":-117.23662},""url"":""https://www.zillow.com/homedetails/8783-Gilman-Dr-UNIT-A-La-Jolla-CA-92037/16835684_zpid/""}","https://www.zillow.com/homedetails/8783-Gilman-Dr-UNIT-A-La-Jolla-CA-92037/16835684_zpid/","8783 Gilman Dr UNIT A, La Jolla, CA 92037","KELLER WILLIAMS LA JOLLA","$725,000","- Sold","2","bds","2","ba","1,188","sqft","Sold 01/09/2023","https://www.zillow.com/homedetails/8783-Gilman-Dr-UNIT-A-La-Jolla-CA-92037/16835684_zpid/","https://photos.zillowstatic.com/fp/629d76df120cfa9793dff44f453cd965-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2352 Torrey Pines Rd Unit 1, La Jolla, CA 92037"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,367""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2352 Torrey Pines Rd UNIT 1"",""addressLocality"":""La Jolla"",""addressRegion"":""CA"",""postalCode"":""92037""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.850952,""longitude"":-117.25257},""url"":""https://www.zillow.com/homedetails/2352-Torrey-Pines-Rd-UNIT-1-La-Jolla-CA-92037/16839309_zpid/""}","https://www.zillow.com/homedetails/2352-Torrey-Pines-Rd-UNIT-1-La-Jolla-CA-92037/16839309_zpid/","2352 Torrey Pines Rd UNIT 1, La Jolla, CA 92037","BERKSHIRE HATHAWAY HOMESERVICE","$850,000","- Sold","2","bds","2","ba","1,367","sqft","Sold 01/04/2023","https://www.zillow.com/homedetails/2352-Torrey-Pines-Rd-UNIT-1-La-Jolla-CA-92037/16839309_zpid/","https://photos.zillowstatic.com/fp/d8634cbde243221cb3452d782bcab7fc-p_e.jpg","Save this home"
