"ListItem-c11n-8-85-1__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0 2","price","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0 4","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-85-1__sc-6gojrl-0","property-card-link href","Image-c11n-8-85-1__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-85-1__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6948 Sandcastle Dr, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,766""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6948 Sandcastle Dr"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.105717,""longitude"":-117.30895},""url"":""https://www.zillow.com/homedetails/6948-Sandcastle-Dr-Carlsbad-CA-92011/16653799_zpid/""}","https://www.zillow.com/homedetails/6948-Sandcastle-Dr-Carlsbad-CA-92011/16653799_zpid/","6948 Sandcastle Dr, Carlsbad, CA 92011","FIND YOUR PARADISE","$1.48M","- Sold","3","bds","3","ba","1,766","sqft","Sold 05/20/2022","https://www.zillow.com/homedetails/6948-Sandcastle-Dr-Carlsbad-CA-92011/16653799_zpid/","https://photos.zillowstatic.com/fp/5a22c7bdd717ad903a00f425151c9e78-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1576 Cormorant Dr, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,925""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1576 Cormorant Dr"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.103275,""longitude"":-117.283195},""url"":""https://www.zillow.com/homedetails/1576-Cormorant-Dr-Carlsbad-CA-92011/16658405_zpid/""}","https://www.zillow.com/homedetails/1576-Cormorant-Dr-Carlsbad-CA-92011/16658405_zpid/","1576 Cormorant Dr, Carlsbad, CA 92011","PHILLIPS & COMPANY","$1.48M","- Sold","3","bds","3","ba","1,925","sqft","Sold 06/06/2022","https://www.zillow.com/homedetails/1576-Cormorant-Dr-Carlsbad-CA-92011/16658405_zpid/","https://photos.zillowstatic.com/fp/da1ef815b5fe962948434fac1a424d62-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""951 Daisy Ave, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,685""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""951 Daisy Ave"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.101852,""longitude"":-117.299},""url"":""https://www.zillow.com/homedetails/951-Daisy-Ave-Carlsbad-CA-92011/52506806_zpid/""}","https://www.zillow.com/homedetails/951-Daisy-Ave-Carlsbad-CA-92011/52506806_zpid/","951 Daisy Ave, Carlsbad, CA 92011","HARMONY REALTY INC","$1.46M","- Sold","3","bds","2","ba","1,685","sqft","Sold 04/19/2022","https://www.zillow.com/homedetails/951-Daisy-Ave-Carlsbad-CA-92011/52506806_zpid/","https://photos.zillowstatic.com/fp/6ccedc98f6caf34ed749bc0a292dc5cc-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7089 Tatler Rd, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,144""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7089 Tatler Rd"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.10394,""longitude"":-117.291374},""url"":""https://www.zillow.com/homedetails/7089-Tatler-Rd-Carlsbad-CA-92011/16659065_zpid/""}","https://www.zillow.com/homedetails/7089-Tatler-Rd-Carlsbad-CA-92011/16659065_zpid/","7089 Tatler Rd, Carlsbad, CA 92011","LINCOLN REALTY GROUP","$1.45M","- Sold","3","bds","2","ba","2,144","sqft","Sold 01/25/2022","https://www.zillow.com/homedetails/7089-Tatler-Rd-Carlsbad-CA-92011/16659065_zpid/","https://photos.zillowstatic.com/fp/4089677ae2beba04e1c4aeb93af6c695-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7053 Surfbird Cir, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,104""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7053 Surfbird Cir"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.104046,""longitude"":-117.28718},""url"":""https://www.zillow.com/homedetails/7053-Surfbird-Cir-Carlsbad-CA-92011/16659161_zpid/""}","https://www.zillow.com/homedetails/7053-Surfbird-Cir-Carlsbad-CA-92011/16659161_zpid/","7053 Surfbird Cir, Carlsbad, CA 92011","PACIFIC SOTHEBY'S INT'L REALTY","$1.44M","- Sold","3","bds","3","ba","2,104","sqft","Sold 09/27/2022","https://www.zillow.com/homedetails/7053-Surfbird-Cir-Carlsbad-CA-92011/16659161_zpid/","https://photos.zillowstatic.com/fp/67fede088607776c9fe2f6a228556277-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6911 Tradewinds Dr, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,033""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6911 Tradewinds Dr"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.10655,""longitude"":-117.31892},""url"":""https://www.zillow.com/homedetails/6911-Tradewinds-Dr-Carlsbad-CA-92011/54654231_zpid/""}","https://www.zillow.com/homedetails/6911-Tradewinds-Dr-Carlsbad-CA-92011/54654231_zpid/","6911 Tradewinds Dr, Carlsbad, CA 92011","PACIFIC SOTHEBY'S INT'L REALTY","$1.44M","- Sold","3","bds","3","ba","2,033","sqft","Sold 06/30/2020","https://www.zillow.com/homedetails/6911-Tradewinds-Dr-Carlsbad-CA-92011/54654231_zpid/","https://photos.zillowstatic.com/fp/a465cf588f40ad46dbdf89e720dcd100-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1008 Daisy Ave, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,685""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1008 Daisy Ave"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.101593,""longitude"":-117.29768},""url"":""https://www.zillow.com/homedetails/1008-Daisy-Ave-Carlsbad-CA-92011/16652978_zpid/""}","https://www.zillow.com/homedetails/1008-Daisy-Ave-Carlsbad-CA-92011/16652978_zpid/","1008 Daisy Ave, Carlsbad, CA 92011","BERKSHIRE HATHAWAY HOMESERVICE","$1.43M","- Sold","3","bds","2","ba","1,685","sqft","Sold 06/24/2021","https://www.zillow.com/homedetails/1008-Daisy-Ave-Carlsbad-CA-92011/16652978_zpid/","https://photos.zillowstatic.com/fp/9286c79eaa3457ec7f105313308eb17a-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7105 Mimosa Dr, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,961""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7105 Mimosa Dr"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.100834,""longitude"":-117.272125},""url"":""https://www.zillow.com/homedetails/7105-Mimosa-Dr-Carlsbad-CA-92011/16657044_zpid/""}","https://www.zillow.com/homedetails/7105-Mimosa-Dr-Carlsbad-CA-92011/16657044_zpid/","7105 Mimosa Dr, Carlsbad, CA 92011","KELLER WILLIAMS REALTY","$1.43M","- Sold","3","bds","2","ba","1,961","sqft","Sold 06/01/2022","https://www.zillow.com/homedetails/7105-Mimosa-Dr-Carlsbad-CA-92011/16657044_zpid/","https://photos.zillowstatic.com/fp/077c8bdc11798eb96530d3b30e731259-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7033 Crane Ct, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,781""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7033 Crane Ct"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.104877,""longitude"":-117.29026},""url"":""https://www.zillow.com/homedetails/7033-Crane-Ct-Carlsbad-CA-92011/16659096_zpid/""}","https://www.zillow.com/homedetails/7033-Crane-Ct-Carlsbad-CA-92011/16659096_zpid/","7033 Crane Ct, Carlsbad, CA 92011","EXP REALTY","$1.43M","- Sold","3","bds","2","ba","1,781","sqft","Sold 02/28/2023","https://www.zillow.com/homedetails/7033-Crane-Ct-Carlsbad-CA-92011/16659096_zpid/","https://photos.zillowstatic.com/fp/7938eefbc2a5a91db1a9e1c2a35c3ca2-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""507 Dew Point Ave, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,031""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""507 Dew Point Ave"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.09623,""longitude"":-117.31181},""url"":""https://www.zillow.com/homedetails/507-Dew-Point-Ave-Carlsbad-CA-92011/16662089_zpid/""}","https://www.zillow.com/homedetails/507-Dew-Point-Ave-Carlsbad-CA-92011/16662089_zpid/","507 Dew Point Ave, Carlsbad, CA 92011","SEA VILLA REALTY","$1.42M","- Sold","3","bds","3","ba","2,031","sqft","Sold 09/20/2021","https://www.zillow.com/homedetails/507-Dew-Point-Ave-Carlsbad-CA-92011/16662089_zpid/","https://photos.zillowstatic.com/fp/8f2d28e1131ca34fb7825368ca64cda9-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6378 Topmast Dr, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,245""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6378 Topmast Dr"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.121,""longitude"":-117.30497},""url"":""https://www.zillow.com/homedetails/6378-Topmast-Dr-Carlsbad-CA-92011/16651824_zpid/""}","https://www.zillow.com/homedetails/6378-Topmast-Dr-Carlsbad-CA-92011/16651824_zpid/","6378 Topmast Dr, Carlsbad, CA 92011","","$1.40M","- Sold","3","bds","3","ba","3,245","sqft","Sold 11/09/2020","https://www.zillow.com/homedetails/6378-Topmast-Dr-Carlsbad-CA-92011/16651824_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=33.12099838256836,-117.30496978759766&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=vPeS2t3Qgo_6pTqpNRi-APKqGps=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7211 Lantana Ter, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,265""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7211 Lantana Ter"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.099472,""longitude"":-117.30576},""url"":""https://www.zillow.com/homedetails/7211-Lantana-Ter-Carlsbad-CA-92011/16653390_zpid/""}","https://www.zillow.com/homedetails/7211-Lantana-Ter-Carlsbad-CA-92011/16653390_zpid/","7211 Lantana Ter, Carlsbad, CA 92011","COLDWELL BANKER REALTY","$1.40M","- Sold","3","bds","2","ba","1,265","sqft","Sold 04/18/2022","https://www.zillow.com/homedetails/7211-Lantana-Ter-Carlsbad-CA-92011/16653390_zpid/","https://photos.zillowstatic.com/fp/6882c25bfd957f1c0e8a1e6edbc98043-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6819 Adolphia Dr, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,707""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6819 Adolphia Dr"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.101658,""longitude"":-117.2797},""url"":""https://www.zillow.com/homedetails/6819-Adolphia-Dr-Carlsbad-CA-92011/16658527_zpid/""}","https://www.zillow.com/homedetails/6819-Adolphia-Dr-Carlsbad-CA-92011/16658527_zpid/","6819 Adolphia Dr, Carlsbad, CA 92011","COLDWELL BANKER REALTY","$1.40M","- Sold","3","bds","3","ba","1,707","sqft","Sold 07/07/2022","https://www.zillow.com/homedetails/6819-Adolphia-Dr-Carlsbad-CA-92011/16658527_zpid/","https://photos.zillowstatic.com/fp/7ea9f4a4eea526df12e78829f0daf153-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7360 Escallonia Ct, Carlsbad, CA 92011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,869""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7360 Escallonia Ct"",""addressLocality"":""Carlsbad"",""addressRegion"":""CA"",""postalCode"":""92011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":33.09491,""longitude"":-117.312},""url"":""https://www.zillow.com/homedetails/7360-Escallonia-Ct-Carlsbad-CA-92011/49815356_zpid/""}","https://www.zillow.com/homedetails/7360-Escallonia-Ct-Carlsbad-CA-92011/49815356_zpid/","7360 Escallonia Ct, Carlsbad, CA 92011","KELLER WILLIAMS REALTY","$1.40M","- Sold","3","bds","3","ba","1,869","sqft","Sold 01/26/2023","https://www.zillow.com/homedetails/7360-Escallonia-Ct-Carlsbad-CA-92011/49815356_zpid/","https://photos.zillowstatic.com/fp/1e9ac30636cbff7d97595f6194ddd043-p_e.jpg","Save this home"
