"ListItem-c11n-8-82-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 2","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 3","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-82-3__sc-6gojrl-0","property-card-link href","Image-c11n-8-82-3__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-82-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10278 Empress Ave, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""922""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10278 Empress Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.90471,""longitude"":-117.149994},""url"":""https://www.zillow.com/homedetails/10278-Empress-Ave-San-Diego-CA-92126/16831605_zpid/""}","https://www.zillow.com/homedetails/10278-Empress-Ave-San-Diego-CA-92126/16831605_zpid/","10278 Empress Ave, San Diego, CA 92126","SAN DIEGO MARKET REALTY","$703,000","- Sold","2","bds","2","ba","922","sqft","Sold 02/16/2021","https://www.zillow.com/homedetails/10278-Empress-Ave-San-Diego-CA-92126/16831605_zpid/","https://photos.zillowstatic.com/fp/b07512db5037622a4aa70c0c0d05a338-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11821 Innis Point, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,008""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11821 Innis Point"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.93307,""longitude"":-117.142075},""url"":""https://www.zillow.com/homedetails/11821-Innis-Point-San-Diego-CA-92126/16782100_zpid/""}","https://www.zillow.com/homedetails/11821-Innis-Point-San-Diego-CA-92126/16782100_zpid/","11821 Innis Point, San Diego, CA 92126","HOMESMART REALTY WEST","$702,000","- Sold","2","bds","2","ba","1,008","sqft","Sold 09/28/2020","https://www.zillow.com/homedetails/11821-Innis-Point-San-Diego-CA-92126/16782100_zpid/","https://photos.zillowstatic.com/fp/3bab602f6835a58f40925c0bfb50042e-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11595 Caminito La Bar Apt 8, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,210""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11595 Caminito La Bar APT 8"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.92767,""longitude"":-117.16134},""url"":""https://www.zillow.com/homedetails/11595-Caminito-La-Bar-APT-8-San-Diego-CA-92126/16783660_zpid/""}","https://www.zillow.com/homedetails/11595-Caminito-La-Bar-APT-8-San-Diego-CA-92126/16783660_zpid/","11595 Caminito La Bar APT 8, San Diego, CA 92126","COLDWELL BANKER REALTY","$700,000","- Sold","2","bds","2","ba","1,210","sqft","Sold 02/17/2022","https://www.zillow.com/homedetails/11595-Caminito-La-Bar-APT-8-San-Diego-CA-92126/16783660_zpid/","https://photos.zillowstatic.com/fp/2cde6fd14f8c9d97876f721a10705aad-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8380 Summerdale Rd Unit A, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,146""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8380 Summerdale Rd UNIT A"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.919823,""longitude"":-117.142685},""url"":""https://www.zillow.com/homedetails/8380-Summerdale-Rd-UNIT-A-San-Diego-CA-92126/16787050_zpid/""}","https://www.zillow.com/homedetails/8380-Summerdale-Rd-UNIT-A-San-Diego-CA-92126/16787050_zpid/","8380 Summerdale Rd UNIT A, San Diego, CA 92126","KELLER WILLIAMS REALTY","$700,000","- Sold","2","bds","3","ba","1,146","sqft","Sold 04/28/2022","https://www.zillow.com/homedetails/8380-Summerdale-Rd-UNIT-A-San-Diego-CA-92126/16787050_zpid/","https://photos.zillowstatic.com/fp/983b986a495ad328b63a78375c9149c0-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10946 Welsh Rd, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,346""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10946 Welsh Rd"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.918766,""longitude"":-117.13431},""url"":""https://www.zillow.com/homedetails/10946-Welsh-Rd-San-Diego-CA-92126/16817325_zpid/""}","https://www.zillow.com/homedetails/10946-Welsh-Rd-San-Diego-CA-92126/16817325_zpid/","10946 Welsh Rd, San Diego, CA 92126","","$700,000","- Sold","2","bds","2","ba","1,346","sqft","Sold 09/30/2021","https://www.zillow.com/homedetails/10946-Welsh-Rd-San-Diego-CA-92126/16817325_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.918766021728516,-117.13430786132812&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=2rW8P0Cgsz1QyP8xuEX0OP-C8dg=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7955 Jade Coast Rd, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,008""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7955 Jade Coast Rd"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.901783,""longitude"":-117.15267},""url"":""https://www.zillow.com/homedetails/7955-Jade-Coast-Rd-San-Diego-CA-92126/16831471_zpid/""}","https://www.zillow.com/homedetails/7955-Jade-Coast-Rd-San-Diego-CA-92126/16831471_zpid/","7955 Jade Coast Rd, San Diego, CA 92126","EXP REALTY OF CALIFORNIA INC","$700,000","- Sold","2","bds","2","ba","1,008","sqft","Sold 04/05/2021","https://www.zillow.com/homedetails/7955-Jade-Coast-Rd-San-Diego-CA-92126/16831471_zpid/","https://photos.zillowstatic.com/fp/2765dab762dceaf140e6145d5d012931-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10940 Via Abaca, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""882""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10940 Via Abaca"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.920174,""longitude"":-117.13639},""url"":""https://www.zillow.com/homedetails/10940-Via-Abaca-San-Diego-CA-92126/16787433_zpid/""}","https://www.zillow.com/homedetails/10940-Via-Abaca-San-Diego-CA-92126/16787433_zpid/","10940 Via Abaca, San Diego, CA 92126","HOMESMART REALTY WEST","$690,000","- Sold","2","bds","2","ba","882","sqft","Sold 09/12/2022","https://www.zillow.com/homedetails/10940-Via-Abaca-San-Diego-CA-92126/16787433_zpid/","https://photos.zillowstatic.com/fp/c3ba37b8f9b02cb438441356b8effed1-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10551 Caminito Flores, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,090""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10551 Caminito Flores"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.910664,""longitude"":-117.13436},""url"":""https://www.zillow.com/homedetails/10551-Caminito-Flores-San-Diego-CA-92126/16818273_zpid/""}","https://www.zillow.com/homedetails/10551-Caminito-Flores-San-Diego-CA-92126/16818273_zpid/","10551 Caminito Flores, San Diego, CA 92126","BIG BLOCK REALTY, INC.","$690,000","- Sold","2","bds","2","ba","1,090","sqft","Sold 01/26/2022","https://www.zillow.com/homedetails/10551-Caminito-Flores-San-Diego-CA-92126/16818273_zpid/","https://photos.zillowstatic.com/fp/6252836abfe2b35b78245ea3f459ff3e-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""(Undisclosed Address), San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""800""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""(undisclosed Address)"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/San-Diego-CA-92126/16781540_zpid/""}","https://www.zillow.com/homedetails/San-Diego-CA-92126/16781540_zpid/","(undisclosed Address), San Diego, CA 92126","EQUITY RE-PACIFIC COAST","$685,000","- Sold","2","bds","1","ba","800","sqft","Sold 09/16/2021","https://www.zillow.com/homedetails/San-Diego-CA-92126/16781540_zpid/","https://photos.zillowstatic.com/fp/9f5773425df7b454043427d8a17c85a3-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11156 Acaso Way, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""768""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11156 Acaso Way"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.92488,""longitude"":-117.15745},""url"":""https://www.zillow.com/homedetails/11156-Acaso-Way-San-Diego-CA-92126/16781375_zpid/""}","https://www.zillow.com/homedetails/11156-Acaso-Way-San-Diego-CA-92126/16781375_zpid/","11156 Acaso Way, San Diego, CA 92126","AHP REALTY","$680,000","- Sold","2","bds","1","ba","768","sqft","Sold 09/27/2022","https://www.zillow.com/homedetails/11156-Acaso-Way-San-Diego-CA-92126/16781375_zpid/","https://photos.zillowstatic.com/fp/db7670a9610c5b04af56d7efd698f7db-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7370 Calle Cristobal Unit 118, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,114""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7370 Calle Cristobal UNIT 118"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.922043,""longitude"":-117.16916},""url"":""https://www.zillow.com/homedetails/7370-Calle-Cristobal-UNIT-118-San-Diego-CA-92126/16785233_zpid/""}","https://www.zillow.com/homedetails/7370-Calle-Cristobal-UNIT-118-San-Diego-CA-92126/16785233_zpid/","7370 Calle Cristobal UNIT 118, San Diego, CA 92126","COMPASS","$680,000","- Sold","2","bds","2","ba","1,114","sqft","Sold 02/18/2022","https://www.zillow.com/homedetails/7370-Calle-Cristobal-UNIT-118-San-Diego-CA-92126/16785233_zpid/","https://photos.zillowstatic.com/fp/ad98cf770fd41b8d4b74047b64103ed6-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10480 Brookhurst Ave, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,008""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10480 Brookhurst Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.908825,""longitude"":-117.12912},""url"":""https://www.zillow.com/homedetails/10480-Brookhurst-Ave-San-Diego-CA-92126/16816854_zpid/""}","https://www.zillow.com/homedetails/10480-Brookhurst-Ave-San-Diego-CA-92126/16816854_zpid/","10480 Brookhurst Ave, San Diego, CA 92126","KELLER WILLIAMS REALTY EG","$680,000","- Sold","2","bds","2","ba","1,008","sqft","Sold 03/09/2021","https://www.zillow.com/homedetails/10480-Brookhurst-Ave-San-Diego-CA-92126/16816854_zpid/","https://photos.zillowstatic.com/fp/300c74ee2299b5a9c13774e1c08f0409-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9076 Danube Ln, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,723""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9076 Danube Ln"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.931282,""longitude"":-117.1287},""url"":""https://www.zillow.com/homedetails/9076-Danube-Ln-San-Diego-CA-92126/16819192_zpid/""}","https://www.zillow.com/homedetails/9076-Danube-Ln-San-Diego-CA-92126/16819192_zpid/","9076 Danube Ln, San Diego, CA 92126","COMPASS","$680,000","- Sold","2","bds","2","ba","1,723","sqft","Sold 03/23/2020","https://www.zillow.com/homedetails/9076-Danube-Ln-San-Diego-CA-92126/16819192_zpid/","https://photos.zillowstatic.com/fp/6e2e541f1e12e4ff35e85a611a2f871a-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10521 Caminito Pollo, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,090""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10521 Caminito Pollo"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.909718,""longitude"":-117.13455},""url"":""https://www.zillow.com/homedetails/10521-Caminito-Pollo-San-Diego-CA-92126/16818341_zpid/""}","https://www.zillow.com/homedetails/10521-Caminito-Pollo-San-Diego-CA-92126/16818341_zpid/","10521 Caminito Pollo, San Diego, CA 92126","BLUE STAR REALTY WEST","$675,000","- Sold","2","bds","2","ba","1,090","sqft","Sold 04/11/2022","https://www.zillow.com/homedetails/10521-Caminito-Pollo-San-Diego-CA-92126/16818341_zpid/","https://photos.zillowstatic.com/fp/0b48b43b49e188dfa0be121474c8550a-p_e.jpg","Save this home"
