"ListItem-c11n-8-85-1__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0 2","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-85-1__sc-6gojrl-0","property-card-link href","Image-c11n-8-85-1__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-85-1__sc-wpcbcc-1","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0 4"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2440 Via Alta, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,464""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2440 Via Alta"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.77947,""longitude"":-117.15153},""url"":""https://www.zillow.com/homedetails/2440-Via-Alta-San-Diego-CA-92108/123188613_zpid/""}","https://www.zillow.com/homedetails/2440-Via-Alta-San-Diego-CA-92108/123188613_zpid/","2440 Via Alta, San Diego, CA 92108","$1.10M","- Sold","2","bds","3","ba","1,464","sqft","Sold 06/27/2022","https://www.zillow.com/homedetails/2440-Via-Alta-San-Diego-CA-92108/123188613_zpid/","https://photos.zillowstatic.com/fp/88819e21fa5a2e97e1ef396e1c4e9323-p_e.jpg","Save this home","COLDWELL BANKER REALTY"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8430 Distinctive Dr, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,688""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8430 Distinctive Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.780083,""longitude"":-117.14927},""url"":""https://www.zillow.com/homedetails/8430-Distinctive-Dr-San-Diego-CA-92108/125785763_zpid/""}","https://www.zillow.com/homedetails/8430-Distinctive-Dr-San-Diego-CA-92108/125785763_zpid/","8430 Distinctive Dr, San Diego, CA 92108","$1.07M","- Sold","2","bds","2","ba","1,688","sqft","Sold 09/21/2021","https://www.zillow.com/homedetails/8430-Distinctive-Dr-San-Diego-CA-92108/125785763_zpid/","https://photos.zillowstatic.com/fp/f6ce7846a6aee6ddd42dea3184c6fb37-p_e.jpg","Save this home","SHAFRAN REALTY GROUP"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8521 Aspect Dr, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,489""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8521 Aspect Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.781124,""longitude"":-117.14794},""url"":""https://www.zillow.com/homedetails/8521-Aspect-Dr-San-Diego-CA-92108/250196174_zpid/""}","https://www.zillow.com/homedetails/8521-Aspect-Dr-San-Diego-CA-92108/250196174_zpid/","8521 Aspect Dr, San Diego, CA 92108","$1.04M","- Sold","2","bds","2","ba","1,489","sqft","Sold 09/28/2022","https://www.zillow.com/homedetails/8521-Aspect-Dr-San-Diego-CA-92108/250196174_zpid/","https://photos.zillowstatic.com/fp/27ed138ae35ddf242b1e85e4a2895324-p_e.jpg","Save this home","COMPASS"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2746 Via Alta Pl, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,015""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2746 Via Alta Pl"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.78317,""longitude"":-117.145065},""url"":""https://www.zillow.com/homedetails/2746-Via-Alta-Pl-San-Diego-CA-92108/305156367_zpid/""}","https://www.zillow.com/homedetails/2746-Via-Alta-Pl-San-Diego-CA-92108/305156367_zpid/","2746 Via Alta Pl, San Diego, CA 92108","$1.03M","- Sold","2","bds","2.5","ba","2,015","sqft","Sold 06/17/2021","https://www.zillow.com/homedetails/2746-Via-Alta-Pl-San-Diego-CA-92108/305156367_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.78316879272461,-117.14506530761719&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=elGT9Qi1aoqF7zQVyWz6tT7A87Q=","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7819 Stylus Dr, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,452""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7819 Stylus Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.77867,""longitude"":-117.15138},""url"":""https://www.zillow.com/homedetails/7819-Stylus-Dr-San-Diego-CA-92108/121424648_zpid/""}","https://www.zillow.com/homedetails/7819-Stylus-Dr-San-Diego-CA-92108/121424648_zpid/","7819 Stylus Dr, San Diego, CA 92108","$1.03M","- Sold","2","bds","3","ba","1,452","sqft","Sold 05/23/2022","https://www.zillow.com/homedetails/7819-Stylus-Dr-San-Diego-CA-92108/121424648_zpid/","https://photos.zillowstatic.com/fp/28ae103a0e363538749f69b7753ee932-p_e.jpg","Save this home","COMPASS"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2432 Via Alta, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,547""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2432 Via Alta"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.77947,""longitude"":-117.15153},""url"":""https://www.zillow.com/homedetails/2432-Via-Alta-San-Diego-CA-92108/123185878_zpid/""}","https://www.zillow.com/homedetails/2432-Via-Alta-San-Diego-CA-92108/123185878_zpid/","2432 Via Alta, San Diego, CA 92108","$1.03M","- Sold","2","bds","3","ba","1,547","sqft","Sold 03/03/2022","https://www.zillow.com/homedetails/2432-Via-Alta-San-Diego-CA-92108/123185878_zpid/","https://photos.zillowstatic.com/fp/d828baf8f1e4114a587f994dabab330c-p_e.jpg","Save this home","COMPASS"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2963 Via Alta Pl, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,584""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2963 Via Alta Pl"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.78317,""longitude"":-117.145065},""url"":""https://www.zillow.com/homedetails/2963-Via-Alta-Pl-San-Diego-CA-92108/305156702_zpid/""}","https://www.zillow.com/homedetails/2963-Via-Alta-Pl-San-Diego-CA-92108/305156702_zpid/","2963 Via Alta Pl, San Diego, CA 92108","$1.02M","- Sold","2","bds","2","ba","1,584","sqft","Sold 10/23/2020","https://www.zillow.com/homedetails/2963-Via-Alta-Pl-San-Diego-CA-92108/305156702_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.78316879272461,-117.14506530761719&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=elGT9Qi1aoqF7zQVyWz6tT7A87Q=","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2963 Via Alta Pl #36, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,584""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2963 Via Alta Pl #36"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/2963-Via-Alta-Pl-36-San-Diego-CA-92108/2080110153_zpid/""}","https://www.zillow.com/homedetails/2963-Via-Alta-Pl-36-San-Diego-CA-92108/2080110153_zpid/","2963 Via Alta Pl #36, San Diego, CA 92108","$1.02M","- Sold","2","bds","2","ba","1,584","sqft","Sold 10/23/2020","https://www.zillow.com/homedetails/2963-Via-Alta-Pl-36-San-Diego-CA-92108/2080110153_zpid/","https://photos.zillowstatic.com/fp/b4126d31e39436e6ceda3e3bbda05119-p_e.jpg","Save this home","TNHC REALTY AND CONSTRUCTION"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2788 Via Alta Pl, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,411""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2788 Via Alta Pl"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.778873,""longitude"":-117.149635},""url"":""https://www.zillow.com/homedetails/2788-Via-Alta-Pl-San-Diego-CA-92108/251201610_zpid/""}","https://www.zillow.com/homedetails/2788-Via-Alta-Pl-San-Diego-CA-92108/251201610_zpid/","2788 Via Alta Pl, San Diego, CA 92108","$988,000","- Sold","2","bds","3","ba","1,411","sqft","Sold 02/17/2023","https://www.zillow.com/homedetails/2788-Via-Alta-Pl-San-Diego-CA-92108/251201610_zpid/","https://photos.zillowstatic.com/fp/38e720fdf9c617459a441ec184b3b12e-p_e.jpg","Save this home","EXP REALTY"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8538 Aspect Dr, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,457""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8538 Aspect Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.781124,""longitude"":-117.14794},""url"":""https://www.zillow.com/homedetails/8538-Aspect-Dr-San-Diego-CA-92108/250195643_zpid/""}","https://www.zillow.com/homedetails/8538-Aspect-Dr-San-Diego-CA-92108/250195643_zpid/","8538 Aspect Dr, San Diego, CA 92108","$985,000","- Sold","2","bds","2","ba","1,457","sqft","Sold 02/02/2023","https://www.zillow.com/homedetails/8538-Aspect-Dr-San-Diego-CA-92108/250195643_zpid/","https://photos.zillowstatic.com/fp/fb74349f61ddc06c08d3d7c0e30281ea-p_e.jpg","Save this home","THE AGENCY"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2952 Via Alta Pl, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,401""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2952 Via Alta Pl"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.78317,""longitude"":-117.145065},""url"":""https://www.zillow.com/homedetails/2952-Via-Alta-Pl-San-Diego-CA-92108/305156414_zpid/""}","https://www.zillow.com/homedetails/2952-Via-Alta-Pl-San-Diego-CA-92108/305156414_zpid/","2952 Via Alta Pl, San Diego, CA 92108","$975,000","- Sold","2","bds","3","ba","1,401","sqft","Sold 08/19/2022","https://www.zillow.com/homedetails/2952-Via-Alta-Pl-San-Diego-CA-92108/305156414_zpid/","https://photos.zillowstatic.com/fp/d744ffd7f27b0709a75bdd75df9f4aa6-p_e.jpg","Save this home","BIG BLOCK REALTY, INC."
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2410 Community Ln #53, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,232""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2410 Community Ln #53"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.77921,""longitude"":-117.14554},""url"":""https://www.zillow.com/homedetails/2410-Community-Ln-53-San-Diego-CA-92108/333211971_zpid/""}","https://www.zillow.com/homedetails/2410-Community-Ln-53-San-Diego-CA-92108/333211971_zpid/","2410 Community Ln #53, San Diego, CA 92108","$974,000","- Sold","2","bds","2","ba","1,232","sqft","Sold 10/15/2020","https://www.zillow.com/homedetails/2410-Community-Ln-53-San-Diego-CA-92108/333211971_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.77920913696289,-117.14553833007812&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=Qx6nxSyAZZ0bE9HEmvuc5oqWH18=","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7894 Civita Blvd, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,547""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7894 Civita Blvd"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.77947,""longitude"":-117.15153},""url"":""https://www.zillow.com/homedetails/7894-Civita-Blvd-San-Diego-CA-92108/123190666_zpid/""}","https://www.zillow.com/homedetails/7894-Civita-Blvd-San-Diego-CA-92108/123190666_zpid/","7894 Civita Blvd, San Diego, CA 92108","$950,000","- Sold","2","bds","3","ba","1,547","sqft","Sold 01/31/2022","https://www.zillow.com/homedetails/7894-Civita-Blvd-San-Diego-CA-92108/123190666_zpid/","https://photos.zillowstatic.com/fp/f8bd49bd39ef2b367a9d7176518b49a6-p_e.jpg","Save this home","COMPASS"
