"ListItem-c11n-8-82-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 2","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-82-3__sc-6gojrl-0","property-card-link href","Image-c11n-8-82-3__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-82-3__sc-wpcbcc-1","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 4"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7799 Starlight Dr, La Jolla, CA 92037"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,600""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7799 Starlight Dr"",""addressLocality"":""La Jolla"",""addressRegion"":""CA"",""postalCode"":""92037""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.85229,""longitude"":-117.24294},""url"":""https://www.zillow.com/homedetails/7799-Starlight-Dr-La-Jolla-CA-92037/16839752_zpid/""}","https://www.zillow.com/homedetails/7799-Starlight-Dr-La-Jolla-CA-92037/16839752_zpid/","7799 Starlight Dr, La Jolla, CA 92037","$3.70M","- Sold","3","bds","3","ba","2,600","sqft","Sold 10/12/2022","https://www.zillow.com/homedetails/7799-Starlight-Dr-La-Jolla-CA-92037/16839752_zpid/","https://photos.zillowstatic.com/fp/6666fd8361b46c92da30d87d5472902c-p_e.jpg","Save this home","BERKSHIRE HATHAWAY HOMESERVICE"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1829 Soledad Ave, La Jolla, CA 92037"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""4,400""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1829 Soledad Ave"",""addressLocality"":""La Jolla"",""addressRegion"":""CA"",""postalCode"":""92037""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.845898,""longitude"":-117.26073},""url"":""https://www.zillow.com/homedetails/1829-Soledad-Ave-La-Jolla-CA-92037/16848824_zpid/""}","https://www.zillow.com/homedetails/1829-Soledad-Ave-La-Jolla-CA-92037/16848824_zpid/","1829 Soledad Ave, La Jolla, CA 92037","$3.70M","- Sold","3","bds","4","ba","4,400","sqft","Sold 02/09/2022","https://www.zillow.com/homedetails/1829-Soledad-Ave-La-Jolla-CA-92037/16848824_zpid/","https://photos.zillowstatic.com/fp/2aa985885faea5b28d64a6afd2ad728f-p_e.jpg","Save this home","WILLIS ALLEN REAL ESTATE"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""450 Arenas St, La Jolla, CA 92037"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,627""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""450 Arenas St"",""addressLocality"":""La Jolla"",""addressRegion"":""CA"",""postalCode"":""92037""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.835144,""longitude"":-117.27832},""url"":""https://www.zillow.com/homedetails/450-Arenas-St-La-Jolla-CA-92037/16849349_zpid/""}","https://www.zillow.com/homedetails/450-Arenas-St-La-Jolla-CA-92037/16849349_zpid/","450 Arenas St, La Jolla, CA 92037","$3.70M","- Sold","3","bds","2","ba","2,627","sqft","Sold 12/01/2021","https://www.zillow.com/homedetails/450-Arenas-St-La-Jolla-CA-92037/16849349_zpid/","https://photos.zillowstatic.com/fp/e8ddce12049d9343e626a4f94c719901-p_e.jpg","Save this home","COMPASS"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""368 Prospect St, La Jolla, CA 92037"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,440""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""368 Prospect St"",""addressLocality"":""La Jolla"",""addressRegion"":""CA"",""postalCode"":""92037""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.841373,""longitude"":-117.27982},""url"":""https://www.zillow.com/homedetails/368-Prospect-St-La-Jolla-CA-92037/54906520_zpid/""}","https://www.zillow.com/homedetails/368-Prospect-St-La-Jolla-CA-92037/54906520_zpid/","368 Prospect St, La Jolla, CA 92037","$3.70M","- Sold","3","bds","3","ba","2,440","sqft","Sold 11/29/2021","https://www.zillow.com/homedetails/368-Prospect-St-La-Jolla-CA-92037/54906520_zpid/","https://photos.zillowstatic.com/fp/9a2827294eca5928f5ea5bccc1aa7c48-p_e.jpg","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6112 La Pintura Dr, La Jolla, CA 92037"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,350""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6112 La Pintura Dr"",""addressLocality"":""La Jolla"",""addressRegion"":""CA"",""postalCode"":""92037""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.825512,""longitude"":-117.251884},""url"":""https://www.zillow.com/homedetails/6112-La-Pintura-Dr-La-Jolla-CA-92037/16856493_zpid/""}","https://www.zillow.com/homedetails/6112-La-Pintura-Dr-La-Jolla-CA-92037/16856493_zpid/","6112 La Pintura Dr, La Jolla, CA 92037","$3.68M","- Sold","3","bds","5","ba","3,350","sqft","Sold 02/16/2022","https://www.zillow.com/homedetails/6112-La-Pintura-Dr-La-Jolla-CA-92037/16856493_zpid/","https://photos.zillowstatic.com/fp/cbd17d4ce779bbf419b2a51bec78f9af-p_e.jpg","Save this home","COMPASS"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5556 Rutgers Rd, La Jolla, CA 92037"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,108""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5556 Rutgers Rd"",""addressLocality"":""La Jolla"",""addressRegion"":""CA"",""postalCode"":""92037""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.81647,""longitude"":-117.25645},""url"":""https://www.zillow.com/homedetails/5556-Rutgers-Rd-La-Jolla-CA-92037/16856688_zpid/""}","https://www.zillow.com/homedetails/5556-Rutgers-Rd-La-Jolla-CA-92037/16856688_zpid/","5556 Rutgers Rd, La Jolla, CA 92037","$3.66M","- Sold","3","bds","3","ba","2,108","sqft","Sold 04/19/2022","https://www.zillow.com/homedetails/5556-Rutgers-Rd-La-Jolla-CA-92037/16856688_zpid/","https://photos.zillowstatic.com/fp/804466f674c73a3a54862c4917e49e4d-p_e.jpg","Save this home","BANKERS REALTY & MORTGAGE"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7945 Saint Louis Ter, La Jolla, CA 92037"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,345""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7945 Saint Louis Ter"",""addressLocality"":""La Jolla"",""addressRegion"":""CA"",""postalCode"":""92037""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.850708,""longitude"":-117.26047},""url"":""https://www.zillow.com/homedetails/7945-Saint-Louis-Ter-La-Jolla-CA-92037/16839144_zpid/""}","https://www.zillow.com/homedetails/7945-Saint-Louis-Ter-La-Jolla-CA-92037/16839144_zpid/","7945 Saint Louis Ter, La Jolla, CA 92037","$3.65M","- Sold","3","bds","3","ba","2,345","sqft","Sold 03/22/2022","https://www.zillow.com/homedetails/7945-Saint-Louis-Ter-La-Jolla-CA-92037/16839144_zpid/","https://photos.zillowstatic.com/fp/ac9ef8d14f0db325842898c3b13f7df1-p_e.jpg","Save this home","BERKSHIRE HATHAWAY HOMESERVICE"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""316 Gravilla St, La Jolla, CA 92037"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,442""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""316 Gravilla St"",""addressLocality"":""La Jolla"",""addressRegion"":""CA"",""postalCode"":""92037""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.8289,""longitude"":-117.27862},""url"":""https://www.zillow.com/homedetails/316-Gravilla-St-La-Jolla-CA-92037/16850122_zpid/""}","https://www.zillow.com/homedetails/316-Gravilla-St-La-Jolla-CA-92037/16850122_zpid/","316 Gravilla St, La Jolla, CA 92037","$3.60M","- Sold","3","bds","3","ba","2,442","sqft","Sold 02/24/2022","https://www.zillow.com/homedetails/316-Gravilla-St-La-Jolla-CA-92037/16850122_zpid/","https://photos.zillowstatic.com/fp/e8bdb0e6f4ab0f4b2d48527d26b05b2e-p_e.jpg","Save this home","COMPASS"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7934 Prospect Pl, La Jolla, CA 92037"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,423""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7934 Prospect Pl"",""addressLocality"":""La Jolla"",""addressRegion"":""CA"",""postalCode"":""92037""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.847794,""longitude"":-117.26915},""url"":""https://www.zillow.com/homedetails/7934-Prospect-Pl-La-Jolla-CA-92037/16848054_zpid/""}","https://www.zillow.com/homedetails/7934-Prospect-Pl-La-Jolla-CA-92037/16848054_zpid/","7934 Prospect Pl, La Jolla, CA 92037","$3.55M","- Sold","3","bds","4","ba","3,423","sqft","Sold 11/18/2020","https://www.zillow.com/homedetails/7934-Prospect-Pl-La-Jolla-CA-92037/16848054_zpid/","https://photos.zillowstatic.com/fp/89edb1f923e032ed7000884944fdce29-p_e.jpg","Save this home","BERKSHIRE HATHAWAY HOMESERVICE"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""253 Rosemont St, La Jolla, CA 92037"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,799""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""253 Rosemont St"",""addressLocality"":""La Jolla"",""addressRegion"":""CA"",""postalCode"":""92037""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.82705,""longitude"":-117.2783},""url"":""https://www.zillow.com/homedetails/253-Rosemont-St-La-Jolla-CA-92037/123746409_zpid/""}","https://www.zillow.com/homedetails/253-Rosemont-St-La-Jolla-CA-92037/123746409_zpid/","253 Rosemont St, La Jolla, CA 92037","$3.55M","- Sold","3","bds","3","ba","1,799","sqft","Sold 12/22/2021","https://www.zillow.com/homedetails/253-Rosemont-St-La-Jolla-CA-92037/123746409_zpid/","https://photos.zillowstatic.com/fp/80921e99af367183a34f55f18c2570c1-p_e.jpg","Save this home","BILLIONAIRES ROW"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8319 Camino Del Oro, La Jolla, CA 92037"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,462""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8319 Camino Del Oro"",""addressLocality"":""La Jolla"",""addressRegion"":""CA"",""postalCode"":""92037""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.85722,""longitude"":-117.25592},""url"":""https://www.zillow.com/homedetails/8319-Camino-Del-Oro-La-Jolla-CA-92037/16838581_zpid/""}","https://www.zillow.com/homedetails/8319-Camino-Del-Oro-La-Jolla-CA-92037/16838581_zpid/","8319 Camino Del Oro, La Jolla, CA 92037","$3.50M","- Sold","3","bds","3","ba","2,462","sqft","Sold 11/09/2020","https://www.zillow.com/homedetails/8319-Camino-Del-Oro-La-Jolla-CA-92037/16838581_zpid/","https://photos.zillowstatic.com/fp/af24c15742390d7f0b2ffa9a1afec7bd-p_e.jpg","Save this home","COMPASS"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""333 San Colla St, La Jolla, CA 92037"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,965""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""333 San Colla St"",""addressLocality"":""La Jolla"",""addressRegion"":""CA"",""postalCode"":""92037""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.80998,""longitude"":-117.26779},""url"":""https://www.zillow.com/homedetails/333-San-Colla-St-La-Jolla-CA-92037/16907452_zpid/""}","https://www.zillow.com/homedetails/333-San-Colla-St-La-Jolla-CA-92037/16907452_zpid/","333 San Colla St, La Jolla, CA 92037","$3.50M","- Sold","3","bds","2","ba","1,965","sqft","Sold 01/25/2023","https://www.zillow.com/homedetails/333-San-Colla-St-La-Jolla-CA-92037/16907452_zpid/","https://photos.zillowstatic.com/fp/99db3b0fae8c3b7bfc099b049b591f4d-p_e.jpg","Save this home","BILLIONAIRES ROW"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1247 Silverado St, La Jolla, CA 92037"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,250""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1247 Silverado St"",""addressLocality"":""La Jolla"",""addressRegion"":""CA"",""postalCode"":""92037""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.846794,""longitude"":-117.2704},""url"":""https://www.zillow.com/homedetails/1247-Silverado-St-La-Jolla-CA-92037/16848157_zpid/""}","https://www.zillow.com/homedetails/1247-Silverado-St-La-Jolla-CA-92037/16848157_zpid/","1247 Silverado St, La Jolla, CA 92037","$3.45M","- Sold","3","bds","2","ba","1,250","sqft","Sold 05/31/2022","https://www.zillow.com/homedetails/1247-Silverado-St-La-Jolla-CA-92037/16848157_zpid/","https://photos.zillowstatic.com/fp/91f81de044b301c3d6139d7d44c5bf67-p_e.jpg","Save this home","COMPASS"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7719 Hillside Dr, La Jolla, CA 92037"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,467""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7719 Hillside Dr"",""addressLocality"":""La Jolla"",""addressRegion"":""CA"",""postalCode"":""92037""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.847847,""longitude"":-117.25949},""url"":""https://www.zillow.com/homedetails/7719-Hillside-Dr-La-Jolla-CA-92037/16851230_zpid/""}","https://www.zillow.com/homedetails/7719-Hillside-Dr-La-Jolla-CA-92037/16851230_zpid/","7719 Hillside Dr, La Jolla, CA 92037","$3.45M","- Sold","3","bds","3","ba","2,467","sqft","Sold 04/23/2021","https://www.zillow.com/homedetails/7719-Hillside-Dr-La-Jolla-CA-92037/16851230_zpid/","https://photos.zillowstatic.com/fp/f80b18fc49c505b42bae64ff412b17f9-p_e.jpg","Save this home","REAL ESTATE SERVICES, INC."
