"ListItem-c11n-8-82-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 2","price","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-82-3__sc-6gojrl-0","Image-c11n-8-82-3__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-82-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""460 Camino Del Mar Apt 9, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""837""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""460 Camino Del Mar APT 9"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.949005,""longitude"":-117.26186},""url"":""https://www.zillow.com/homedetails/460-Camino-Del-Mar-APT-9-Del-Mar-CA-92014/16763722_zpid/""}","https://www.zillow.com/homedetails/460-Camino-Del-Mar-APT-9-Del-Mar-CA-92014/16763722_zpid/","460 Camino Del Mar APT 9, Del Mar, CA 92014","WILLIS ALLEN REAL ESTATE","$1.04M","- Sold","2","bds","1","ba","837","sqft","Sold 08/31/2022","https://photos.zillowstatic.com/fp/a41edd13f500de1488cf10fced976cde-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""424 Stratford Ct Unit B16, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,278""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""424 Stratford Ct UNIT B16"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.948303,""longitude"":-117.26306},""url"":""https://www.zillow.com/homedetails/424-Stratford-Ct-UNIT-B16-Del-Mar-CA-92014/16763759_zpid/""}","https://www.zillow.com/homedetails/424-Stratford-Ct-UNIT-B16-Del-Mar-CA-92014/16763759_zpid/","424 Stratford Ct UNIT B16, Del Mar, CA 92014","WEICHERT REALTORS - NORTH CTY","$838,500","- Sold","2","bds","2","ba","1,278","sqft","Sold 08/30/2022","https://photos.zillowstatic.com/fp/5a3fe317de1355a26045220c4ca43f58-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""424 Stratford Ct Unit A26, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,278""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""424 Stratford Ct UNIT A26"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.948303,""longitude"":-117.26306},""url"":""https://www.zillow.com/homedetails/424-Stratford-Ct-UNIT-A26-Del-Mar-CA-92014/140069152_zpid/""}","https://www.zillow.com/homedetails/424-Stratford-Ct-UNIT-A26-Del-Mar-CA-92014/140069152_zpid/","424 Stratford Ct UNIT A26, Del Mar, CA 92014","COMPASS","$920,000","- Sold","2","bds","2","ba","1,278","sqft","Sold 08/29/2022","https://photos.zillowstatic.com/fp/68db4191ae5d2e39e79cbb73ea49668b-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""157 Ocean View Ave, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,186""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""157 Ocean View Ave"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.94475,""longitude"":-117.25743},""url"":""https://www.zillow.com/homedetails/157-Ocean-View-Ave-Del-Mar-CA-92014/16764906_zpid/""}","https://www.zillow.com/homedetails/157-Ocean-View-Ave-Del-Mar-CA-92014/16764906_zpid/","157 Ocean View Ave, Del Mar, CA 92014","ALLISON JAMES ESTATES & HOMES","$2.50M","- Sold","2","bds","2","ba","1,186","sqft","Sold 08/16/2022","https://photos.zillowstatic.com/fp/0dfeb2b7c06d3d25105e7038e0a31ea8-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""13755 Mango Dr #211, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""983""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""13755 Mango Dr #211"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.947914,""longitude"":-117.247025},""url"":""https://www.zillow.com/homedetails/13755-Mango-Dr-211-Del-Mar-CA-92014/16765765_zpid/""}","https://www.zillow.com/homedetails/13755-Mango-Dr-211-Del-Mar-CA-92014/16765765_zpid/","13755 Mango Dr #211, Del Mar, CA 92014","","$735,000","- Sold","2","bds","2","ba","983","sqft","Sold 08/15/2022","https://photos.zillowstatic.com/fp/316661078df48cbafd460a611082b3a4-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""13755 Mango Dr, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""983""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""13755 Mango Dr"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.947914,""longitude"":-117.247025},""url"":""https://www.zillow.com/homedetails/13755-Mango-Dr-Del-Mar-CA-92014/2062377371_zpid/""}","https://www.zillow.com/homedetails/13755-Mango-Dr-Del-Mar-CA-92014/2062377371_zpid/","13755 Mango Dr, Del Mar, CA 92014","COMPASS","$735,000","- Sold","2","bds","2","ba","983","sqft","Sold 08/15/2022","https://photos.zillowstatic.com/fp/9ebe2e562e84b15b5c6b0d8eb9f6c8a9-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""129-31 8th St, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,008""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""129-31 8th St"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.951405,""longitude"":-117.264694},""url"":""https://www.zillow.com/homedetails/129-31-8th-St-Del-Mar-CA-92014/16763070_zpid/""}","https://www.zillow.com/homedetails/129-31-8th-St-Del-Mar-CA-92014/16763070_zpid/","129-31 8th St, Del Mar, CA 92014","PACIFIC SOTHEBY'S INT'L REALTY","$4.61M","- Sold","2","bds","2","ba","1,008","sqft","Sold 08/04/2022","https://photos.zillowstatic.com/fp/6b9bb57c48b49e743367e45b0d93396c-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""13017 Caminito Mar Villa, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,668""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""13017 Caminito Mar Villa"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.9374,""longitude"":-117.25351},""url"":""https://www.zillow.com/homedetails/13017-Caminito-Mar-Villa-Del-Mar-CA-92014/16766272_zpid/""}","https://www.zillow.com/homedetails/13017-Caminito-Mar-Villa-Del-Mar-CA-92014/16766272_zpid/","13017 Caminito Mar Villa, Del Mar, CA 92014","COMPASS","$2.00M","- Sold","2","bds","3","ba","1,668","sqft","Sold 08/02/2022","https://photos.zillowstatic.com/fp/bd7acab714069d034b16115c73a66c42-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2222 Carmel Valley Rd Unit 11, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""960""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2222 Carmel Valley Rd UNIT 11"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.934086,""longitude"":-117.25463},""url"":""https://www.zillow.com/homedetails/2222-Carmel-Valley-Rd-UNIT-11-Del-Mar-CA-92014/16765092_zpid/""}","https://www.zillow.com/homedetails/2222-Carmel-Valley-Rd-UNIT-11-Del-Mar-CA-92014/16765092_zpid/","2222 Carmel Valley Rd UNIT 11, Del Mar, CA 92014","COMPASS","$820,000","- Sold","2","bds","2","ba","960","sqft","Sold 07/13/2022","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.934085845947266,-117.25463104248047&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=jPoLGU123BHjLW9gwS8BGH5o68w=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""959 America Way, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,023""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""959 America Way"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.983788,""longitude"":-117.25303},""url"":""https://www.zillow.com/homedetails/959-America-Way-Del-Mar-CA-92014/16760575_zpid/""}","https://www.zillow.com/homedetails/959-America-Way-Del-Mar-CA-92014/16760575_zpid/","959 America Way, Del Mar, CA 92014","ARCHSTONE REALTY GROUP","$1.71M","- Sold","2","bds","3","ba","2,023","sqft","Sold 07/08/2022","https://photos.zillowstatic.com/fp/06360f9d23e55d724d1e8f8b13c379a7-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""14078 Crest Way, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,659""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""14078 Crest Way"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.95262,""longitude"":-117.25667},""url"":""https://www.zillow.com/homedetails/14078-Crest-Way-Del-Mar-CA-92014/16763381_zpid/""}","https://www.zillow.com/homedetails/14078-Crest-Way-Del-Mar-CA-92014/16763381_zpid/","14078 Crest Way, Del Mar, CA 92014","","$2.20M","- Sold","2","bds","2","ba","1,659","sqft","Sold 07/01/2022","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.95262145996094,-117.25666809082031&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=dLyMTSdkVoHn9Vj1X8AAGXJ89I4=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""284 Dolphin Cove Ct, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,308""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""284 Dolphin Cove Ct"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.94615,""longitude"":-117.26183},""url"":""https://www.zillow.com/homedetails/284-Dolphin-Cove-Ct-Del-Mar-CA-92014/16763872_zpid/""}","https://www.zillow.com/homedetails/284-Dolphin-Cove-Ct-Del-Mar-CA-92014/16763872_zpid/","284 Dolphin Cove Ct, Del Mar, CA 92014","EXP REALTY","$1.33M","- Sold","2","bds","2","ba","1,308","sqft","Sold 06/01/2022","https://photos.zillowstatic.com/fp/2a8084adab1081955eeead4b070c8407-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2260 Del Mar Scenic Pkwy, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,655""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2260 Del Mar Scenic Pkwy"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.93724,""longitude"":-117.2563},""url"":""https://www.zillow.com/homedetails/2260-Del-Mar-Scenic-Pkwy-Del-Mar-CA-92014/16765959_zpid/""}","https://www.zillow.com/homedetails/2260-Del-Mar-Scenic-Pkwy-Del-Mar-CA-92014/16765959_zpid/","2260 Del Mar Scenic Pkwy, Del Mar, CA 92014","COMPASS","$2.20M","- Sold","2","bds","2","ba","1,655","sqft","Sold 05/26/2022","https://photos.zillowstatic.com/fp/be85b6dd1e0ade15e2a313427258e091-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""236 24th St, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,783""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""236 24th St"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.96934,""longitude"":-117.267},""url"":""https://www.zillow.com/homedetails/236-24th-St-Del-Mar-CA-92014/16762107_zpid/""}","https://www.zillow.com/homedetails/236-24th-St-Del-Mar-CA-92014/16762107_zpid/","236 24th St, Del Mar, CA 92014","","$5.50M","- Sold","2","bds","3","ba","1,783","sqft","Sold 05/18/2022","https://photos.zillowstatic.com/fp/62c66961bf3c7a1ca6714ab07608c4fe-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1862 Seaview Ave, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,887""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1862 Seaview Ave"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.964977,""longitude"":-117.264565},""url"":""https://www.zillow.com/homedetails/1862-Seaview-Ave-Del-Mar-CA-92014/16762382_zpid/""}","https://www.zillow.com/homedetails/1862-Seaview-Ave-Del-Mar-CA-92014/16762382_zpid/","1862 Seaview Ave, Del Mar, CA 92014","THE SCOLA COMPANY","$4.68M","- Sold","2","bds","2","ba","1,887","sqft","Sold 05/17/2022","https://photos.zillowstatic.com/fp/0f32c4d68b2f7e7e74f3e4fdc6c3d2dd-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""520 10th St, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,257""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""520 10th St"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.95535,""longitude"":-117.26061},""url"":""https://www.zillow.com/homedetails/520-10th-St-Del-Mar-CA-92014/16764617_zpid/""}","https://www.zillow.com/homedetails/520-10th-St-Del-Mar-CA-92014/16764617_zpid/","520 10th St, Del Mar, CA 92014","COMPASS","$3.20M","- Sold","2","bds","2","ba","1,257","sqft","Sold 05/17/2022","https://photos.zillowstatic.com/fp/65cbb2fce11066196ae7fc4a7fe0f045-p_e.jpg","Save this home"
