"ListItem-c11n-8-82-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 2","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-82-3__sc-6gojrl-0","property-card-link href","Image-c11n-8-82-3__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-82-3__sc-wpcbcc-1","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 4"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""605 Jewell Dr, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,080""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""605 Jewell Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.699654,""longitude"":-117.11522},""url"":""https://www.zillow.com/homedetails/605-Jewell-Dr-San-Diego-CA-92113/17086431_zpid/""}","https://www.zillow.com/homedetails/605-Jewell-Dr-San-Diego-CA-92113/17086431_zpid/","605 Jewell Dr, San Diego, CA 92113","$800,524","- Sold","3","bds","2","ba","1,080","sqft","Sold 07/18/2022","https://www.zillow.com/homedetails/605-Jewell-Dr-San-Diego-CA-92113/17086431_zpid/","https://photos.zillowstatic.com/fp/e0f1a6a1fab14c12109019c7024fffcb-p_e.jpg","Save this home","ACCREDITED REALTY GROUP"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3875 Superba St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,192""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3875 Superba St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.70377,""longitude"":-117.110886},""url"":""https://www.zillow.com/homedetails/3875-Superba-St-San-Diego-CA-92113/17086118_zpid/""}","https://www.zillow.com/homedetails/3875-Superba-St-San-Diego-CA-92113/17086118_zpid/","3875 Superba St, San Diego, CA 92113","$800,000","- Sold","3","bds","2","ba","1,192","sqft","Sold 09/09/2022","https://www.zillow.com/homedetails/3875-Superba-St-San-Diego-CA-92113/17086118_zpid/","https://photos.zillowstatic.com/fp/ad495cb40d889131808388a87c2b451e-p_e.jpg","Save this home","COMPASS"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1845-47 Julian Ave, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,600""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1845-47 Julian Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.70346,""longitude"":-117.143814},""url"":""https://www.zillow.com/homedetails/1845-47-Julian-Ave-San-Diego-CA-92113/295360663_zpid/""}","https://www.zillow.com/homedetails/1845-47-Julian-Ave-San-Diego-CA-92113/295360663_zpid/","1845-47 Julian Ave, San Diego, CA 92113","$795,000","- Sold","3","bds","2","ba","1,600","sqft","Sold 08/15/2022","https://www.zillow.com/homedetails/1845-47-Julian-Ave-San-Diego-CA-92113/295360663_zpid/","https://photos.zillowstatic.com/fp/49c7b7c5dcdda73233f726d910525fbe-p_e.jpg","Save this home","CA-RES"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5038 Saint Rita Pl, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,498""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5038 Saint Rita Pl"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.702126,""longitude"":-117.086365},""url"":""https://www.zillow.com/homedetails/5038-Saint-Rita-Pl-San-Diego-CA-92113/17088152_zpid/""}","https://www.zillow.com/homedetails/5038-Saint-Rita-Pl-San-Diego-CA-92113/17088152_zpid/","5038 Saint Rita Pl, San Diego, CA 92113","$790,000","- Sold","3","bds","2","ba","1,498","sqft","Sold 05/23/2022","https://www.zillow.com/homedetails/5038-Saint-Rita-Pl-San-Diego-CA-92113/17088152_zpid/","https://photos.zillowstatic.com/fp/dcea85070069661ab9395cca4790cc34-p_e.jpg","Save this home","JP REAL ESTATE & MORTGAGE INC."
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""548 Jewell Dr, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,111""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""548 Jewell Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.70023,""longitude"":-117.11571},""url"":""https://www.zillow.com/homedetails/548-Jewell-Dr-San-Diego-CA-92113/17086215_zpid/""}","https://www.zillow.com/homedetails/548-Jewell-Dr-San-Diego-CA-92113/17086215_zpid/","548 Jewell Dr, San Diego, CA 92113","$781,000","- Sold","3","bds","2","ba","1,111","sqft","Sold 05/10/2022","https://www.zillow.com/homedetails/548-Jewell-Dr-San-Diego-CA-92113/17086215_zpid/","https://photos.zillowstatic.com/fp/18ca1ef3796b07e35f8b974d9bebd929-p_e.jpg","Save this home","REDFIN CORPORATION"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2812 Webster Ave, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,177""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2812 Webster Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.70454,""longitude"":-117.13353},""url"":""https://www.zillow.com/homedetails/2812-Webster-Ave-San-Diego-CA-92113/17084792_zpid/""}","https://www.zillow.com/homedetails/2812-Webster-Ave-San-Diego-CA-92113/17084792_zpid/","2812 Webster Ave, San Diego, CA 92113","$771,000","- Sold","3","bds","2","ba","1,177","sqft","Sold 11/10/2021","https://www.zillow.com/homedetails/2812-Webster-Ave-San-Diego-CA-92113/17084792_zpid/","https://photos.zillowstatic.com/fp/4a8540899c73e8e2647ef2d6e1ce93f0-p_e.jpg","Save this home","BIG BLOCK REALTY, INC."
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4965 Ocean View Blvd, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,480""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4965 Ocean View Blvd"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.700222,""longitude"":-117.08787},""url"":""https://www.zillow.com/homedetails/4965-Ocean-View-Blvd-San-Diego-CA-92113/17089113_zpid/""}","https://www.zillow.com/homedetails/4965-Ocean-View-Blvd-San-Diego-CA-92113/17089113_zpid/","4965 Ocean View Blvd, San Diego, CA 92113","$770,000","- Sold","3","bds","2","ba","1,480","sqft","Sold 04/13/2022","https://www.zillow.com/homedetails/4965-Ocean-View-Blvd-San-Diego-CA-92113/17089113_zpid/","https://photos.zillowstatic.com/fp/9a5d18485f76ec34b75e65320204d1c8-p_e.jpg","Save this home","COMPASS"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4231 Keeler Ave, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,200""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4231 Keeler Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.69398,""longitude"":-117.103134},""url"":""https://www.zillow.com/homedetails/4231-Keeler-Ave-San-Diego-CA-92113/2070087853_zpid/""}","https://www.zillow.com/homedetails/4231-Keeler-Ave-San-Diego-CA-92113/2070087853_zpid/","4231 Keeler Ave, San Diego, CA 92113","$752,800","- Sold","3","bds","2","ba","1,200","sqft","Sold 07/09/2021","https://www.zillow.com/homedetails/4231-Keeler-Ave-San-Diego-CA-92113/2070087853_zpid/","https://photos.zillowstatic.com/fp/65e05ab7b8fe372792084046f8823595-p_e.jpg","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2271 Ocean View Blvd, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,590""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2271 Ocean View Blvd"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.70105,""longitude"":-117.13435},""url"":""https://www.zillow.com/homedetails/2271-Ocean-View-Blvd-San-Diego-CA-92113/17075188_zpid/""}","https://www.zillow.com/homedetails/2271-Ocean-View-Blvd-San-Diego-CA-92113/17075188_zpid/","2271 Ocean View Blvd, San Diego, CA 92113","$750,000","- Sold","3","bds","2","ba","1,590","sqft","Sold 06/29/2021","https://www.zillow.com/homedetails/2271-Ocean-View-Blvd-San-Diego-CA-92113/17075188_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.7010498046875,-117.13435363769531&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=eMMxx9lxJbmBeLvfy6tYVR36wWM=","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3123 Logan Ave, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,000""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3123 Logan Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.696705,""longitude"":-117.12676},""url"":""https://www.zillow.com/homedetails/3123-Logan-Ave-San-Diego-CA-92113/295362739_zpid/""}","https://www.zillow.com/homedetails/3123-Logan-Ave-San-Diego-CA-92113/295362739_zpid/","3123 Logan Ave, San Diego, CA 92113","$747,500","- Sold","3","bds","2","ba","1,000","sqft","Sold 08/13/2021","https://www.zillow.com/homedetails/3123-Logan-Ave-San-Diego-CA-92113/295362739_zpid/","https://photos.zillowstatic.com/fp/85576785b365678a816df960052ec391-p_e.jpg","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1707 Una St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,300""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1707 Una St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.68882,""longitude"":-117.1147},""url"":""https://www.zillow.com/homedetails/1707-Una-St-San-Diego-CA-92113/17092008_zpid/""}","https://www.zillow.com/homedetails/1707-Una-St-San-Diego-CA-92113/17092008_zpid/","1707 Una St, San Diego, CA 92113","$745,000","- Sold","3","bds","1","ba","1,300","sqft","Sold 07/20/2021","https://www.zillow.com/homedetails/1707-Una-St-San-Diego-CA-92113/17092008_zpid/","https://photos.zillowstatic.com/fp/624bbcf2d9e46993fd46ed0b19c17d6b-p_e.jpg","Save this home","BIG BLOCK REALTY, INC"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""959 Sigsbee St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,510""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""959 Sigsbee St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.703068,""longitude"":-117.14797},""url"":""https://www.zillow.com/homedetails/959-Sigsbee-St-San-Diego-CA-92113/95064030_zpid/""}","https://www.zillow.com/homedetails/959-Sigsbee-St-San-Diego-CA-92113/95064030_zpid/","959 Sigsbee St, San Diego, CA 92113","$735,000","- Sold","3","bds","4","ba","1,510","sqft","Sold 03/17/2021","https://www.zillow.com/homedetails/959-Sigsbee-St-San-Diego-CA-92113/95064030_zpid/","https://photos.zillowstatic.com/fp/e2a3491fb0958292c0b877db6362e5c8-p_e.jpg","Save this home","COMPASS"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2813 Webster Ave, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""596""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2813 Webster Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.703987,""longitude"":-117.13348},""url"":""https://www.zillow.com/homedetails/2813-Webster-Ave-San-Diego-CA-92113/17084816_zpid/""}","https://www.zillow.com/homedetails/2813-Webster-Ave-San-Diego-CA-92113/17084816_zpid/","2813 Webster Ave, San Diego, CA 92113","$732,000","- Sold","3","bds","1","ba","596","sqft","Sold 01/04/2023","https://www.zillow.com/homedetails/2813-Webster-Ave-San-Diego-CA-92113/17084816_zpid/","https://photos.zillowstatic.com/fp/4a488653bdf3006b0998a612ce25d50d-p_e.jpg","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""706 S 37th St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,445""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""706 S 37th St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.698837,""longitude"":-117.11489},""url"":""https://www.zillow.com/homedetails/706-S-37th-St-San-Diego-CA-92113/295362274_zpid/""}","https://www.zillow.com/homedetails/706-S-37th-St-San-Diego-CA-92113/295362274_zpid/","706 S 37th St, San Diego, CA 92113","$725,000","- Sold","3","bds","2","ba","1,445","sqft","Sold 10/29/2021","https://www.zillow.com/homedetails/706-S-37th-St-San-Diego-CA-92113/295362274_zpid/","https://photos.zillowstatic.com/fp/25407df6a2fcd873f2593d1471fa7ae2-p_e.jpg","Save this home","BERKSHIRE HATHAWAY HOMESERVICE"
