"ListItem-c11n-8-82-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 2","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 3","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-82-3__sc-6gojrl-0","property-card-link href","Image-c11n-8-82-3__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-82-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10505 Bandell Ct, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,275""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10505 Bandell Ct"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.90744,""longitude"":-117.15934},""url"":""https://www.zillow.com/homedetails/10505-Bandell-Ct-San-Diego-CA-92126/16789831_zpid/""}","https://www.zillow.com/homedetails/10505-Bandell-Ct-San-Diego-CA-92126/16789831_zpid/","10505 Bandell Ct, San Diego, CA 92126","PITCH REAL ESTATE","$1.15M","- Sold","3","bds","2","ba","1,275","sqft","Sold 04/25/2022","https://www.zillow.com/homedetails/10505-Bandell-Ct-San-Diego-CA-92126/16789831_zpid/","https://photos.zillowstatic.com/fp/d262b95e27890b00dda873e446bc84ca-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11250 Caminito Aclara, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,737""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11250 Caminito Aclara"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.923256,""longitude"":-117.170815},""url"":""https://www.zillow.com/homedetails/11250-Caminito-Aclara-San-Diego-CA-92126/16779284_zpid/""}","https://www.zillow.com/homedetails/11250-Caminito-Aclara-San-Diego-CA-92126/16779284_zpid/","11250 Caminito Aclara, San Diego, CA 92126","COLDWELL BANKER WEST","$1.15M","- Sold","3","bds","3","ba","1,737","sqft","Sold 04/08/2022","https://www.zillow.com/homedetails/11250-Caminito-Aclara-San-Diego-CA-92126/16779284_zpid/","https://photos.zillowstatic.com/fp/07207002a3817c4ce9b5d9ec3e207d89-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8613 Bennington St, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,577""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8613 Bennington St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.910385,""longitude"":-117.138664},""url"":""https://www.zillow.com/homedetails/8613-Bennington-St-San-Diego-CA-92126/16785801_zpid/""}","https://www.zillow.com/homedetails/8613-Bennington-St-San-Diego-CA-92126/16785801_zpid/","8613 Bennington St, San Diego, CA 92126","COLDWELL BANKER WEST","$1.14M","- Sold","3","bds","2","ba","1,577","sqft","Sold 06/02/2022","https://www.zillow.com/homedetails/8613-Bennington-St-San-Diego-CA-92126/16785801_zpid/","https://photos.zillowstatic.com/fp/7bceec88bafc1b437fb50704b25a556a-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11464 Elbert Way, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,456""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11464 Elbert Way"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.93176,""longitude"":-117.129974},""url"":""https://www.zillow.com/homedetails/11464-Elbert-Way-San-Diego-CA-92126/16819419_zpid/""}","https://www.zillow.com/homedetails/11464-Elbert-Way-San-Diego-CA-92126/16819419_zpid/","11464 Elbert Way, San Diego, CA 92126","KELLER WILLIAMS REALTY","$1.13M","- Sold","3","bds","2","ba","1,456","sqft","Sold 06/27/2022","https://www.zillow.com/homedetails/11464-Elbert-Way-San-Diego-CA-92126/16819419_zpid/","https://photos.zillowstatic.com/fp/47bdbb3bdc9f91a9080a35fc1704d3bc-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11207 Zapata Ave, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,568""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11207 Zapata Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.92542,""longitude"":-117.14573},""url"":""https://www.zillow.com/homedetails/11207-Zapata-Ave-San-Diego-CA-92126/16780577_zpid/""}","https://www.zillow.com/homedetails/11207-Zapata-Ave-San-Diego-CA-92126/16780577_zpid/","11207 Zapata Ave, San Diego, CA 92126","BIG BLOCK REALTY, INC.","$1.12M","- Sold","3","bds","2","ba","1,568","sqft","Sold 03/14/2022","https://www.zillow.com/homedetails/11207-Zapata-Ave-San-Diego-CA-92126/16780577_zpid/","https://photos.zillowstatic.com/fp/b8cb473a76a6ac1aa8a20021628ad1f4-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8510 Lepus Rd, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,520""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8510 Lepus Rd"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.92979,""longitude"":-117.14069},""url"":""https://www.zillow.com/homedetails/8510-Lepus-Rd-San-Diego-CA-92126/16780358_zpid/""}","https://www.zillow.com/homedetails/8510-Lepus-Rd-San-Diego-CA-92126/16780358_zpid/","8510 Lepus Rd, San Diego, CA 92126","EXP REALTY","$1.12M","- Sold","3","bds","2","ba","1,520","sqft","Sold 08/01/2022","https://www.zillow.com/homedetails/8510-Lepus-Rd-San-Diego-CA-92126/16780358_zpid/","https://photos.zillowstatic.com/fp/24e23d533f414bb169e8c983408943a0-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8806 Centaurus Way, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,405""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8806 Centaurus Way"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.925934,""longitude"":-117.13464},""url"":""https://www.zillow.com/homedetails/8806-Centaurus-Way-San-Diego-CA-92126/16817489_zpid/""}","https://www.zillow.com/homedetails/8806-Centaurus-Way-San-Diego-CA-92126/16817489_zpid/","8806 Centaurus Way, San Diego, CA 92126","EXP REALTY OF CALIFORNIA INC","$1.12M","- Sold","3","bds","2","ba","1,405","sqft","Sold 03/28/2022","https://www.zillow.com/homedetails/8806-Centaurus-Way-San-Diego-CA-92126/16817489_zpid/","https://photos.zillowstatic.com/fp/82b922b83643f67770609a5d067502f7-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11254 Seawind Cv, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,142""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11254 Seawind Cv"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.92591,""longitude"":-117.15397},""url"":""https://www.zillow.com/homedetails/11254-Seawind-Cv-San-Diego-CA-92126/48135933_zpid/""}","https://www.zillow.com/homedetails/11254-Seawind-Cv-San-Diego-CA-92126/48135933_zpid/","11254 Seawind Cv, San Diego, CA 92126","","$1.10M","- Sold","3","bds","2","ba","2,142","sqft","Sold 08/25/2021","https://www.zillow.com/homedetails/11254-Seawind-Cv-San-Diego-CA-92126/48135933_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.92591094970703,-117.15396881103516&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=oLC_fDSjwzTBgCRNPXxJ6rmEDpw=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11254 Seawind Mira, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,142""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11254 Seawind Mira"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/11254-Seawind-Mira-San-Diego-CA-92126/2067246114_zpid/""}","https://www.zillow.com/homedetails/11254-Seawind-Mira-San-Diego-CA-92126/2067246114_zpid/","11254 Seawind Mira, San Diego, CA 92126","EXP REALTY OF CALIFORNIA, INC.","$1.10M","- Sold","3","bds","2","ba","2,142","sqft","Sold 08/25/2021","https://www.zillow.com/homedetails/11254-Seawind-Mira-San-Diego-CA-92126/2067246114_zpid/","https://photos.zillowstatic.com/fp/f1fc92894d58d2e496cacc6487b7a394-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11278 Caminito Aclara, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,737""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11278 Caminito Aclara"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.923256,""longitude"":-117.170815},""url"":""https://www.zillow.com/homedetails/11278-Caminito-Aclara-San-Diego-CA-92126/16779289_zpid/""}","https://www.zillow.com/homedetails/11278-Caminito-Aclara-San-Diego-CA-92126/16779289_zpid/","11278 Caminito Aclara, San Diego, CA 92126","SEAPOINT REAL ESTATE","$1.10M","- Sold","3","bds","3","ba","1,737","sqft","Sold 06/30/2022","https://www.zillow.com/homedetails/11278-Caminito-Aclara-San-Diego-CA-92126/16779289_zpid/","https://photos.zillowstatic.com/fp/ad8370b44204a215e545a760c5b19a55-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10588 Lansford Ln, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,772""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10588 Lansford Ln"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.908924,""longitude"":-117.17098},""url"":""https://www.zillow.com/homedetails/10588-Lansford-Ln-San-Diego-CA-92126/16790867_zpid/""}","https://www.zillow.com/homedetails/10588-Lansford-Ln-San-Diego-CA-92126/16790867_zpid/","10588 Lansford Ln, San Diego, CA 92126","REMZ REAL ESTATE","$1.10M","- Sold","3","bds","3","ba","1,772","sqft","Sold 09/19/2022","https://www.zillow.com/homedetails/10588-Lansford-Ln-San-Diego-CA-92126/16790867_zpid/","https://photos.zillowstatic.com/fp/d9a900706f233cf35540b2cc3024f465-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8416 Torrell Way, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,680""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8416 Torrell Way"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.93144,""longitude"":-117.14554},""url"":""https://www.zillow.com/homedetails/8416-Torrell-Way-San-Diego-CA-92126/16784555_zpid/""}","https://www.zillow.com/homedetails/8416-Torrell-Way-San-Diego-CA-92126/16784555_zpid/","8416 Torrell Way, San Diego, CA 92126","KELLER WILLIAMS REALTY","$1.09M","- Sold","3","bds","2","ba","1,680","sqft","Sold 03/10/2022","https://www.zillow.com/homedetails/8416-Torrell-Way-San-Diego-CA-92126/16784555_zpid/","https://photos.zillowstatic.com/fp/b17aa24d6e5543eedbc54abccae931b7-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9204 Midbury Ct, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,896""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9204 Midbury Ct"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.92201,""longitude"":-117.126976},""url"":""https://www.zillow.com/homedetails/9204-Midbury-Ct-San-Diego-CA-92126/16820158_zpid/""}","https://www.zillow.com/homedetails/9204-Midbury-Ct-San-Diego-CA-92126/16820158_zpid/","9204 Midbury Ct, San Diego, CA 92126","COLDWELL BANKER WEST","$1.09M","- Sold","3","bds","3","ba","1,896","sqft","Sold 08/09/2022","https://www.zillow.com/homedetails/9204-Midbury-Ct-San-Diego-CA-92126/16820158_zpid/","https://photos.zillowstatic.com/fp/3e2f025052781a0412ed4e7a00e1f48e-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7525 Flower Meadow Dr, San Diego, CA 92126"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,384""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7525 Flower Meadow Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92126""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.92716,""longitude"":-117.16064},""url"":""https://www.zillow.com/homedetails/7525-Flower-Meadow-Dr-San-Diego-CA-92126/16782810_zpid/""}","https://www.zillow.com/homedetails/7525-Flower-Meadow-Dr-San-Diego-CA-92126/16782810_zpid/","7525 Flower Meadow Dr, San Diego, CA 92126","ABRA ENTERPRISES, INC.","$1.07M","- Sold","3","bds","3","ba","1,384","sqft","Sold 11/24/2021","https://www.zillow.com/homedetails/7525-Flower-Meadow-Dr-San-Diego-CA-92126/16782810_zpid/","https://photos.zillowstatic.com/fp/42c916ddf67955347bb2a8828bfad68d-p_e.jpg","Save this home"
