"ListItem-c11n-8-82-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 2","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 3","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-82-3__sc-6gojrl-0","Image-c11n-8-82-3__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-82-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""828 Stratford Ct, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,145""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""828 Stratford Ct"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.952576,""longitude"":-117.26464},""url"":""https://www.zillow.com/homedetails/828-Stratford-Ct-Del-Mar-CA-92014/16763065_zpid/""}","https://www.zillow.com/homedetails/828-Stratford-Ct-Del-Mar-CA-92014/16763065_zpid/","828 Stratford Ct, Del Mar, CA 92014","BARRY ESTATES","$2.83M","- Sold","3","bds","4","ba","2,145","sqft","Sold 09/16/2020","https://photos.zillowstatic.com/fp/c9f78eda042c4c720d48dd0904583335-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4519 Lane, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,831""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4519 Lane"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/4519-Lane-Del-Mar-CA-92014/2065762120_zpid/""}","https://www.zillow.com/homedetails/4519-Lane-Del-Mar-CA-92014/2065762120_zpid/","4519 Lane, Del Mar, CA 92014","BERKSHIRE HATHAWAY HOMESERVICE","$2.80M","- Sold","3","bds","2","ba","1,831","sqft","Sold 09/06/2022","https://photos.zillowstatic.com/fp/47bd30cbab48b1784002f1603c05c9c5-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2127 Heather Ln, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,573""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2127 Heather Ln"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.968754,""longitude"":-117.26402},""url"":""https://www.zillow.com/homedetails/2127-Heather-Ln-Del-Mar-CA-92014/16762085_zpid/""}","https://www.zillow.com/homedetails/2127-Heather-Ln-Del-Mar-CA-92014/16762085_zpid/","2127 Heather Ln, Del Mar, CA 92014","COMPASS","$2.80M","- Sold","3","bds","3","ba","2,573","sqft","Sold 12/15/2021","https://photos.zillowstatic.com/fp/5559176927b59c1aa0b520552b226c46-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4940 Sun Valley Rd, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,860""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4940 Sun Valley Rd"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.98981,""longitude"":-117.225365},""url"":""https://www.zillow.com/homedetails/4940-Sun-Valley-Rd-Del-Mar-CA-92014/16766610_zpid/""}","https://www.zillow.com/homedetails/4940-Sun-Valley-Rd-Del-Mar-CA-92014/16766610_zpid/","4940 Sun Valley Rd, Del Mar, CA 92014","COMPASS","$2.75M","- Sold","3","bds","2","ba","1,860","sqft","Sold 06/06/2022","https://photos.zillowstatic.com/fp/a23d33b9eedc654bb87d41866c46bd59-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""692 Orchid Ln, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,910""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""692 Orchid Ln"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.95458,""longitude"":-117.25848},""url"":""https://www.zillow.com/homedetails/692-Orchid-Ln-Del-Mar-CA-92014/16763315_zpid/""}","https://www.zillow.com/homedetails/692-Orchid-Ln-Del-Mar-CA-92014/16763315_zpid/","692 Orchid Ln, Del Mar, CA 92014","PACIFIC SOTHEBY'S INT'L REALTY","$2.73M","- Sold","3","bds","3","ba","1,910","sqft","Sold 08/22/2022","https://photos.zillowstatic.com/fp/9951a8fde9b3332dab727056b110bb2d-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2536 Via Merano, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,212""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2536 Via Merano"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.933174,""longitude"":-117.24852},""url"":""https://www.zillow.com/homedetails/2536-Via-Merano-Del-Mar-CA-92014/16765230_zpid/""}","https://www.zillow.com/homedetails/2536-Via-Merano-Del-Mar-CA-92014/16765230_zpid/","2536 Via Merano, Del Mar, CA 92014","COMPASS","$2.70M","- Sold","3","bds","3","ba","2,212","sqft","Sold 02/10/2023","https://photos.zillowstatic.com/fp/d799e06a07c7091f966dc68744fd1d6f-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4850 Sun Valley Rd, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""4,155""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4850 Sun Valley Rd"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.990376,""longitude"":-117.228096},""url"":""https://www.zillow.com/homedetails/4850-Sun-Valley-Rd-Del-Mar-CA-92014/99492833_zpid/""}","https://www.zillow.com/homedetails/4850-Sun-Valley-Rd-Del-Mar-CA-92014/99492833_zpid/","4850 Sun Valley Rd, Del Mar, CA 92014","COASTAL PREMIER PROPERTIES","$2.68M","- Sold","3","bds","4","ba","4,155","sqft","Sold 06/23/2020","https://photos.zillowstatic.com/fp/4ba3cd5a1ae40ea8d6d2c0c5b6114388-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""526 Avenida Primavera, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,300""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""526 Avenida Primavera"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.962925,""longitude"":-117.26074},""url"":""https://www.zillow.com/homedetails/526-Avenida-Primavera-Del-Mar-CA-92014/16762516_zpid/""}","https://www.zillow.com/homedetails/526-Avenida-Primavera-Del-Mar-CA-92014/16762516_zpid/","526 Avenida Primavera, Del Mar, CA 92014","","$2.65M","- Sold","3","bds","3","ba","2,300","sqft","Sold 05/28/2021","https://photos.zillowstatic.com/fp/3e718139f4c45f0b9bc8702db3684eb7-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1090 Klish Way, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,390""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1090 Klish Way"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.956394,""longitude"":-117.25855},""url"":""https://www.zillow.com/homedetails/1090-Klish-Way-Del-Mar-CA-92014/16763269_zpid/""}","https://www.zillow.com/homedetails/1090-Klish-Way-Del-Mar-CA-92014/16763269_zpid/","1090 Klish Way, Del Mar, CA 92014","","$2.65M","- Sold","3","bds","2","ba","1,390","sqft","Sold 04/28/2021","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.95639419555664,-117.25855255126953&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=6FOvUDAkJtJJMXdtOtqdobVeRXM=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""561 Van Dyke Ave, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,423""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""561 Van Dyke Ave"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.959446,""longitude"":-117.26081},""url"":""https://www.zillow.com/homedetails/561-Van-Dyke-Ave-Del-Mar-CA-92014/295345062_zpid/""}","https://www.zillow.com/homedetails/561-Van-Dyke-Ave-Del-Mar-CA-92014/295345062_zpid/","561 Van Dyke Ave, Del Mar, CA 92014","COMPASS","$2.65M","- Sold","3","bds","2","ba","1,423","sqft","Sold 05/14/2021","https://photos.zillowstatic.com/fp/e4e7e6794da48e667e32026f0b345cdc-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2284 Cordero Rd, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,341""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2284 Cordero Rd"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.9473,""longitude"":-117.25458},""url"":""https://www.zillow.com/homedetails/2284-Cordero-Rd-Del-Mar-CA-92014/16764112_zpid/""}","https://www.zillow.com/homedetails/2284-Cordero-Rd-Del-Mar-CA-92014/16764112_zpid/","2284 Cordero Rd, Del Mar, CA 92014","HOMESMART REALTY WEST","$2.64M","- Sold","3","bds","4","ba","3,341","sqft","Sold 05/18/2021","https://photos.zillowstatic.com/fp/3c9bc7c00181be286b5f929b19792443-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1215 Cuchara Dr, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,690""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1215 Cuchara Dr"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.95739,""longitude"":-117.26086},""url"":""https://www.zillow.com/homedetails/1215-Cuchara-Dr-Del-Mar-CA-92014/16764551_zpid/""}","https://www.zillow.com/homedetails/1215-Cuchara-Dr-Del-Mar-CA-92014/16764551_zpid/","1215 Cuchara Dr, Del Mar, CA 92014","BERKSHIRE HATHAWAY HOMESERVICE","$2.60M","- Sold","3","bds","3","ba","1,690","sqft","Sold 06/22/2021","https://photos.zillowstatic.com/fp/80b50d56f85879bcec83b98bda08295b-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""13788 Nogales Dr, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,841""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""13788 Nogales Dr"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.94909,""longitude"":-117.25597},""url"":""https://www.zillow.com/homedetails/13788-Nogales-Dr-Del-Mar-CA-92014/16764095_zpid/""}","https://www.zillow.com/homedetails/13788-Nogales-Dr-Del-Mar-CA-92014/16764095_zpid/","13788 Nogales Dr, Del Mar, CA 92014","COMPASS","$2.55M","- Sold","3","bds","2","ba","2,841","sqft","Sold 05/02/2022","https://photos.zillowstatic.com/fp/b67427ea19f06c02f4b65670a76bbf77-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1679 Oranado Ln, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,976""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1679 Oranado Ln"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.990746,""longitude"":-117.23891},""url"":""https://www.zillow.com/homedetails/1679-Oranado-Ln-Del-Mar-CA-92014/16759652_zpid/""}","https://www.zillow.com/homedetails/1679-Oranado-Ln-Del-Mar-CA-92014/16759652_zpid/","1679 Oranado Ln, Del Mar, CA 92014","","$2.50M","- Sold","3","bds","4","ba","1,976","sqft","Sold 12/30/2021","https://photos.zillowstatic.com/fp/f8860675b4226f3b6ca22764e13c5b88-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2205 Caminito Del Barco, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,234""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2205 Caminito Del Barco"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.93724,""longitude"":-117.2563},""url"":""https://www.zillow.com/homedetails/2205-Caminito-Del-Barco-Del-Mar-CA-92014/16765929_zpid/""}","https://www.zillow.com/homedetails/2205-Caminito-Del-Barco-Del-Mar-CA-92014/16765929_zpid/","2205 Caminito Del Barco, Del Mar, CA 92014","COLDWELL BANKER REALTY","$2.50M","- Sold","3","bds","4","ba","2,234","sqft","Sold 04/14/2022","https://photos.zillowstatic.com/fp/4e64db40eeaaad189233d6e56e4c8368-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""541 Stratford Ct, Del Mar, CA 92014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,995""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""541 Stratford Ct"",""addressLocality"":""Del Mar"",""addressRegion"":""CA"",""postalCode"":""92014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.94951,""longitude"":-117.26282},""url"":""https://www.zillow.com/homedetails/541-Stratford-Ct-Del-Mar-CA-92014/112747255_zpid/""}","https://www.zillow.com/homedetails/541-Stratford-Ct-Del-Mar-CA-92014/112747255_zpid/","541 Stratford Ct, Del Mar, CA 92014","","$2.50M","- Sold","3","bds","3.5","ba","1,995","sqft","Sold 04/19/2021","https://photos.zillowstatic.com/fp/be44fb2f5269c6e18e689e20091949b6-p_e.jpg","Save this home"
